wavenumber	counts
481.519	56.7368
482.024	55.7895
482.53	54.6316
483.036	51.5789
483.54	44.9474
484.047	45.4737
484.551	42.4211
485.057	42.2105
485.561	45.4737
486.067	47.1579
486.573	40.2105
487.077	45.6842
487.583	59.2632
488.087	80.7368
488.593	66.3158
489.097	66.5263
489.603	60.4211
490.107	46.8421
490.613	40.9474
491.116	43.2632
491.62	38.4211
492.126	30.7368
492.63	39.0526
493.135	32.3158
493.639	35.5789
494.143	35.6842
494.648	33.2632
495.152	36
495.657	32.7368
496.161	33.1579
496.665	32.2105
497.17	29.8947
497.673	30.3158
498.177	34.8421
498.682	30.1053
499.186	31.8947
499.689	31.1579
500.192	33.0526
500.698	34.4211
501.201	30.3158
501.704	33.4737
502.207	31.7895
502.712	33.2632
503.216	31.4737
503.719	32.2105
504.222	36.7368
504.725	34.5263
505.228	28
505.733	31.3684
506.236	31.6842
506.739	29.5789
507.242	35.3684
507.745	32.5263
508.248	33.2632
508.751	28.4211
509.253	30.7368
509.756	28.7368
510.261	31.4737
510.764	22.9474
511.266	31.2632
511.769	32.5263
512.272	23.4737
512.774	32
513.277	31.8947
513.779	30.5263
514.282	26
514.784	26.9474
515.287	31.0526
515.789	28.7368
516.292	31.4737
516.792	29.2632
517.295	32.9474
517.797	29.3684
518.299	28.6316
518.802	31.579
519.304	26.8421
519.806	26.8421
520.308	31.2632
520.811	26.1053
521.311	29.0526
521.813	32.8421
522.315	32
522.817	28.3158
523.319	32.9474
523.819	31.8947
524.321	26.5263
524.823	28.2105
525.325	28.7368
525.825	28.9474
526.327	25.3684
526.829	31.0526
527.331	28.7368
527.83	26.3158
528.332	28
528.834	31.2632
529.334	26.2105
529.835	30.2105
530.337	28.3158
530.837	27.3684
531.338	26.8421
531.84	26.4211
532.339	25.7895
532.841	28.7368
533.341	24
533.842	26.7368
534.343	29.6842
534.843	29.0526
535.344	29.7895
535.844	26
536.345	26.6316
536.844	27.0526
537.346	27.6842
537.845	29.6842
538.346	27.6842
538.845	26.7368
539.346	26.6316
539.846	25.5789
540.347	31.0526
540.846	29.6842
541.345	21.5789
541.846	25.1579
542.345	26.6316
542.846	28.7368
543.345	24.6316
543.844	23.5789
544.345	26.7368
544.844	26.3158
545.344	27.8947
545.843	26.7368
546.342	26.4211
546.843	27.7895
547.342	29.2632
547.84	26.6316
548.339	26.6316
548.84	27.6842
549.338	26.6316
549.837	26.8421
550.336	26.4211
550.836	24.8421
551.335	23.8947
551.833	25.0526
552.332	22.1053
552.83	27.6842
553.331	25.3684
553.829	25.2632
554.327	28.4211
554.826	27.1579
555.324	24.4211
555.822	21.7895
556.323	23.8947
556.821	25.7895
557.319	23.6842
557.817	25.7895
558.315	22.4211
558.813	23.1579
559.312	25.2632
559.81	23.4737
560.308	24
560.806	25.4737
561.304	27.6842
561.802	24
562.3	23.6842
562.798	29.5789
563.295	24.1053
563.793	23.1579
564.291	24
564.789	23.2632
565.287	23.7895
565.784	26
566.282	23.8947
566.78	24.6316
567.277	21.4737
567.773	25.1579
568.271	24.7368
568.768	28.4211
569.266	25.7895
569.763	24.1053
570.261	25.3684
570.757	26.7368
571.254	26.4211
571.751	26.4211
572.249	26.1053
572.746	26.4211
573.242	22.2105
573.739	26.7368
574.236	27.4737
574.733	29.5789
575.229	24.5263
575.726	25.3684
576.223	26.6316
576.72	25.2632
577.215	27.2632
577.712	28.3158
578.209	26.3158
578.705	25.1579
579.202	27.8947
579.697	26.9474
580.194	30.7368
580.691	27.5789
581.186	35.8947
581.682	30.2105
582.177	31.5789
582.674	30.5263
583.171	39.4737
583.666	34.5263
584.162	39.3684
584.657	38.7368
585.154	39.7895
585.649	49.4737
586.145	52.4211
586.64	57.3684
587.136	72
587.631	95.4737
588.128	145.579
588.622	401.263
589.119	698.842
589.613	3102.53
590.108	4229.37
590.604	3128.84
591.098	2598.63
591.595	1860.11
592.089	479.263
592.583	183.158
593.08	117.158
593.574	85.6842
594.068	64.7368
594.564	57.1579
595.059	51.3684
595.553	45.5789
596.049	42.4211
596.543	40.6316
597.037	38.8421
597.531	37.7895
598.027	31.6842
598.521	32.4211
599.015	26.4211
599.509	31.1579
600.003	30.8421
600.499	34
600.993	27.4737
601.487	27.1579
601.98	29.6842
602.474	26.1053
602.968	29.8947
603.464	30.4211
603.957	28.7368
604.451	25.1579
