wavenumber,wavenumber_adjusted,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen,seventeen,eighteen,nineteen,twenty
644.251,646.130145840736,3.292,2.268,2.276,2.01067,2.09333,2.052,1.97467,2.02133,1.93467,1.92933,2.088,3.39867,4.9,13.8813,13.3533,12.4053,12.532,11.832,12.092,12.552
644.816,646.695145840736,3.30933,2.29067,2.228,2.12667,2.08933,1.952,1.988,1.93867,1.95733,2.08533,2.14,3.36933,4.86933,13.7493,13.4693,12.4333,12.1,11.876,12.2613,12.584
645.382,647.261145840736,3.38533,2.26533,2.15467,2.09333,2.00667,2.04667,2.02933,2.01333,1.97333,2.00133,2.096,3.43867,4.87867,14.1067,13.2227,12.5,12.5453,11.9093,12.2333,13.0213
645.946,647.825145840736,3.23333,2.224,2.264,2.20933,1.95867,2.08,1.96933,1.952,1.932,1.984,2.108,3.42,4.86133,14.0573,13.236,12.4067,12.5,11.8627,12.1187,12.3613
646.512,648.391145840736,3.44133,2.22667,2.12933,2.03067,1.95333,1.97467,1.872,1.89067,2.03467,2.01067,2.10133,3.50267,4.85333,13.868,13.4547,12.4293,12.4587,11.8627,12.192,12.6427
647.077,648.956145840736,3.30133,2.26,2.192,2.064,2.05733,1.94533,1.98133,2.044,1.96133,1.97467,2.07867,3.484,4.86933,14.0773,13.336,12.6453,12.3893,11.6467,12.2547,12.464
647.643,649.522145840736,3.31067,2.236,2.21467,1.94,2.02133,1.964,1.92533,1.94667,1.988,1.97867,2.132,3.34267,4.844,13.7653,13.3013,12.396,12.296,11.5947,12.1213,12.3693
648.207,650.086145840736,3.41333,2.19333,2.14667,1.95333,2.02667,1.95467,1.92,1.952,1.93733,1.964,2.10533,3.356,4.73333,13.8507,13.2027,12.8133,12.436,11.784,12.0587,12.7187
648.773,650.652145840736,3.39067,2.16667,2.164,2.14533,2.072,2.008,1.92933,2.00533,1.952,1.98267,2.06133,3.45467,4.91067,13.8413,13.372,12.2907,12.4333,11.9733,12.2373,12.4093
649.337,651.216145840736,3.312,2.21067,2.09333,2.14,2,1.93333,1.896,1.95733,1.976,1.968,2.05867,3.52,4.78267,13.7947,13.5253,12.568,12.4147,11.92,11.8747,12.5787
649.903,651.782145840736,3.37867,2.15733,2.184,2.08,2.00933,2.04,1.98133,1.94533,1.97067,1.89733,2.04267,3.576,4.99067,13.9973,13.304,12.5773,12.3293,11.9107,12.06,12.42
650.467,652.346145840736,3.34133,2.24533,2.13867,2.08,1.964,2.01067,1.96133,1.92533,1.90133,1.98133,2.11067,3.73333,4.85067,13.9587,13.2947,12.7347,12.592,12.1693,12.2493,12.688
651.031,652.910145840736,3.26267,2.22,2.168,2.09067,1.92667,2.03867,1.87467,1.99333,1.98,1.95333,2.07467,3.512,4.86667,13.8867,13.4693,12.5747,12.6253,12.1333,12.2133,12.5587
651.597,653.476145840736,3.34933,2.17733,2.152,2.14,1.98,1.92,1.86933,1.94267,2,1.92533,2.03333,3.33467,4.81733,13.9387,13.8213,12.7093,12.7933,11.8573,12.2493,12.6787
652.161,654.040145840736,3.24667,2.28667,2.17067,2.09067,1.97333,1.864,1.96533,1.99733,1.904,1.95333,2.02667,3.31067,4.82,14.0133,13.1827,12.724,12.6987,12.1027,12.2667,12.8867
652.726,654.605145840736,3.4,2.148,2.16267,1.98933,1.936,1.91867,1.93467,1.98133,1.95867,2,2.02,3.28933,4.66267,14.0747,13.62,12.4413,12.728,11.904,12.4,12.768
653.29,655.169145840736,3.304,2.23067,2.204,2.036,1.98667,2.07067,1.956,1.9,1.976,1.93467,2.11467,3.34,4.87067,13.8907,13.3467,12.6373,12.6093,12.1147,12.204,12.972
653.854,655.733145840736,3.37333,2.23867,2.088,1.956,1.90667,1.86933,1.96533,1.91333,1.92933,1.9,2.07467,3.30133,4.75333,14.0093,13.548,12.588,12.732,11.956,12.1027,12.916
654.42,656.299145840736,3.39467,2.21467,2.12133,2.02,1.99333,1.90533,1.92533,1.87333,1.89733,1.95867,2.07467,3.292,4.88933,14.0947,13.66,12.7987,12.812,11.9667,12.2747,12.9667
654.983,656.862145840736,3.19733,2.164,2.10667,2,1.93733,2.01867,1.924,1.884,1.97867,1.916,2.04267,3.43067,4.93467,14.104,13.372,12.588,12.5893,12.124,12.504,12.9253
655.547,657.426145840736,3.41867,2.10533,2.18533,1.96533,1.88667,1.884,1.97867,1.868,1.79067,1.908,2.04533,3.336,4.804,14.128,13.4947,12.5293,12.784,12.0307,12.52,12.7173
656.112,657.991145840736,3.304,2.208,2.16533,2.02667,1.95067,1.88533,1.93867,1.88133,1.92933,1.91467,2.028,3.25867,4.752,14.24,13.86,12.8267,12.6467,12.008,12.2093,12.9813
656.676,658.555145840736,3.336,2.216,2.17333,1.95067,1.95333,1.924,1.916,1.94133,1.94267,1.84933,2.00267,3.37867,4.88133,14.4147,13.5587,12.8173,12.8547,12.2907,12.5333,13.1973
657.24,659.119145840736,3.25067,2.264,2.144,1.972,2.03733,1.928,1.89733,1.92133,1.86533,1.91867,1.968,3.424,4.77733,14.624,14.004,12.9867,13.012,12.344,12.6067,13.0907
657.805,659.684145840736,3.29867,2.25733,2.136,2.08933,1.96,1.92,1.89467,1.92533,1.87467,1.85333,2.04667,3.43467,4.91067,14.5267,13.808,13.1533,12.9107,12.168,12.5493,13.0173
658.369,660.248145840736,3.26933,2.24667,2.12533,2.012,1.96133,1.87467,1.85867,1.91067,1.83867,1.884,2.05733,3.292,4.808,14.4547,13.8547,12.9773,13.1827,12.3493,12.584,13.3493
658.932,660.811145840736,3.32267,2.20133,2.14133,2.096,2.008,1.89467,1.93067,1.89333,1.89867,1.944,2.01733,3.356,4.912,14.4347,13.9587,12.936,13.2293,12.3507,12.8253,13.1773
659.495,661.374145840736,3.332,2.16,2.168,1.972,1.85067,1.95467,1.90133,1.84533,1.86,1.94267,2.012,3.308,4.85067,14.496,13.9867,13.0467,12.9227,12.1253,12.824,13.204
660.061,661.940145840736,3.212,2.14133,2.1,1.976,1.97467,1.852,1.888,1.93467,1.85067,1.98267,2.00267,3.27467,4.77467,14.7213,14.0587,12.984,12.9107,12.208,12.74,13.1293
660.624,662.503145840736,3.28,2.132,2.116,1.972,2.008,1.92667,1.84533,1.872,1.82133,1.952,2.01733,3.29733,4.83867,14.4747,14.0133,13.1187,12.9973,12.5227,12.8333,13.224
661.187,663.066145840736,3.21067,2.15333,2.092,1.97733,1.964,1.93067,1.87333,1.844,1.83067,1.904,2.028,3.33333,4.75467,14.372,13.8973,13.136,12.8747,12.504,12.4853,13.3067
661.751,663.630145840736,3.38933,2.204,2.128,2.07867,1.96533,1.87733,1.85733,1.89333,1.90533,1.93333,1.94933,3.396,4.82533,14.5893,14.3213,13.4413,13.3213,12.5973,13.024,13.42
662.314,664.193145840736,3.32267,2.23467,2.12,2.05733,2.044,1.98267,1.94,1.91467,1.83733,1.98133,2.03333,3.45733,4.956,14.828,14.128,13.212,13.3533,12.736,13.0293,13.6373
662.879,664.758145840736,3.27733,2.18667,2.028,2.024,1.95067,1.876,1.92533,1.84533,1.82267,1.87733,2.04667,3.41867,4.81867,14.716,14.576,13.512,13.468,12.7053,12.976,13.6507
663.442,665.321145840736,3.34133,2.21867,2.16667,2.024,2.02533,1.90667,1.90933,1.98933,1.91067,1.91467,2.04667,3.316,4.80933,14.8813,14.492,13.6573,13.5213,12.8413,13.084,13.7987
664.005,665.884145840736,3.22,2.14533,2.17467,1.968,1.89067,1.96667,1.90267,1.86533,1.92933,1.94933,1.92667,3.47467,4.74933,14.9987,14.4893,13.668,13.5133,12.896,13.136,13.54
664.568,666.447145840736,3.34933,2.14267,2.10267,2.04667,1.892,1.85867,1.89867,1.92,1.83333,1.888,1.93867,3.37467,4.84933,15.0213,14.4,13.784,13.3573,12.8227,12.94,13.8707
665.131,667.010145840736,3.35867,2.21733,2.13867,2.01867,1.97067,1.89067,1.83867,1.92267,1.884,1.87867,1.87333,3.22533,4.764,14.8733,14.5693,13.604,13.4013,12.8853,13.3093,13.872
665.696,667.575145840736,3.33333,2.16,2.112,1.952,1.92533,1.964,1.824,1.87867,1.88267,1.97067,1.93733,3.21333,4.944,15.2,14.604,13.516,13.4653,12.832,13.16,13.68
666.259,668.138145840736,3.23867,2.196,2.05333,1.94133,1.89733,1.89733,1.87067,1.84933,1.884,1.80933,1.98933,3.436,4.92533,15.1533,14.6373,13.824,13.8147,12.856,13.252,13.848
666.822,668.701145840736,3.33867,2.16933,2.12533,1.956,2.012,1.90933,1.85333,1.864,1.844,1.92267,2.04933,3.212,4.68133,15.052,14.612,13.7893,13.8227,13.0147,13.3973,13.896
667.385,669.264145840736,3.25867,2.09333,2.11733,2.004,1.95467,1.96533,1.888,1.91333,1.93733,1.804,1.97867,3.34667,4.85733,15.252,15.3973,13.7653,14.0013,12.908,13.4267,13.9907
667.948,669.827145840736,3.33867,2.2,2.13467,1.96267,1.97867,1.95467,1.87333,1.97733,1.928,1.852,2.05733,3.41733,4.73467,15.3387,14.8267,14.048,14.0467,12.928,13.7893,14.0453
668.511,670.390145840736,3.19067,2.156,2.08933,2.01067,1.93733,1.884,1.86667,1.98133,1.856,1.89467,1.99467,3.32667,4.83333,15.3973,14.9413,14.124,13.8747,13.2,13.452,13.9867
669.074,670.953145840736,3.284,2.25067,2.05067,1.98267,1.83733,1.89333,1.90133,1.87867,1.86667,1.864,2.02,3.44,4.80933,15.4467,14.9333,14.0333,13.7933,13.16,13.8133,14.084
669.636,671.515145840736,3.27467,2.14933,2.16,2.052,1.9,1.824,1.91733,1.87867,1.98,1.92933,2.03733,3.35867,4.72533,15.5467,15.32,14.1827,13.9547,13.216,13.772,14.1853
670.199,672.078145840736,3.26133,2.10267,2.084,1.932,1.89067,1.92,1.90133,1.87733,1.88533,1.88533,1.94267,3.4,4.78933,15.3987,15.108,14.2533,14.24,13.348,13.632,14.208
670.762,672.641145840736,3.39467,2.144,2.096,1.992,2.012,1.84,1.908,1.888,1.868,1.82933,1.932,3.19067,4.81067,15.6,15.1267,14.2093,13.8853,13.3627,13.832,14.3067
671.325,673.204145840736,3.324,2.14533,2.08,1.97067,1.89067,1.98267,1.90267,1.93467,1.936,1.86533,2.01733,3.46133,4.86533,15.3147,15.112,14.1547,14.288,13.0613,13.6627,14.0947
671.889,673.768145840736,3.252,2.084,2.10267,2,1.904,1.856,1.90267,1.86533,1.70933,1.88133,2.00133,3.31467,4.92,15.5547,14.8707,14.048,13.9933,13.1173,13.56,14.2267
672.452,674.331145840736,3.412,2.12133,2.22133,1.91333,2.024,1.89067,1.936,1.82933,1.84667,1.81467,2.03467,3.448,4.88133,15.368,14.8973,13.752,13.956,13.3027,13.5627,14.2347
673.014,674.893145840736,3.29333,2.14667,2.02933,1.94933,1.96267,1.96667,1.84267,1.92933,1.912,1.83467,2.028,3.192,4.72,15.2547,14.988,13.8627,13.824,13.016,13.54,13.8133
673.577,675.456145840736,3.408,2.20133,2.19733,1.95867,1.908,1.87467,1.892,1.80133,1.84267,1.90667,1.98533,3.38,4.72133,15.472,15.0027,13.932,13.9773,13.1987,13.6547,14.0973
674.139,676.018145840736,3.3,2.16933,2.04933,2.00133,1.89867,1.73467,1.90267,1.87867,1.84533,1.77467,1.89333,3.284,4.78667,15.212,14.8533,13.524,13.7093,13.1267,13.556,13.9373
674.702,676.581145840736,3.316,2.08133,2.11867,2.02533,1.93467,1.94533,1.80533,1.88267,1.816,1.83333,1.984,3.448,4.86667,15.2853,14.9867,13.9187,13.808,13.0453,13.432,14.3293
675.264,677.143145840736,3.23733,2.184,2.09067,2.016,1.87867,1.92133,1.85467,1.94933,1.91867,1.86133,1.968,3.37867,4.80133,15.2627,14.9893,13.7773,13.7787,13.2827,13.4693,13.892
675.827,677.706145840736,3.30133,2.216,2.128,1.98667,1.92,1.83733,1.836,1.88667,1.85867,1.876,2.02133,3.28933,4.75733,15.3907,15.0227,13.6813,13.6813,13.016,13.4587,14.0587
676.387,678.266145840736,3.348,2.11867,2.1,1.97467,1.90933,1.92533,1.872,1.908,1.888,1.94667,1.94533,3.37467,4.81733,15.2867,14.888,13.8707,13.5533,12.7107,13.4147,13.876
676.949,678.828145840736,3.21067,2.14667,2.10267,1.91467,1.8,1.79733,1.86533,1.896,1.84,1.87867,1.988,3.316,4.80533,14.9893,14.672,13.6707,13.4173,12.9267,13.436,13.6067
677.511,679.390145840736,3.28533,2.124,2.09333,1.908,1.90267,1.92533,1.84133,1.83733,1.86933,1.83467,1.91333,3.268,4.82533,14.872,14.6867,13.5613,13.4133,12.656,13.0773,13.8173
678.074,679.953145840736,3.24133,2.13733,2.032,1.89333,1.82,1.844,1.804,1.83067,1.83067,1.82133,1.948,3.31867,4.74267,14.588,14.2547,13.48,13.3013,12.5507,12.9667,13.5813
678.636,680.515145840736,3.17467,2.17867,2.03467,1.91867,1.84,1.85467,1.81867,1.87333,1.83067,1.824,2.00133,3.42,4.79867,14.6493,14.1653,13.2373,13.1013,12.4627,12.7707,13.38
679.198,681.077145840736,3.192,2.13067,1.97867,1.94267,1.93867,1.89067,1.776,1.912,1.89867,1.88133,1.94267,3.33733,4.87867,14.6667,14.2253,13.144,13.1067,12.4827,12.8213,13.3867
679.76,681.639145840736,3.27067,2.12133,2.11733,1.84667,1.89867,1.92533,1.88,1.81067,1.83067,1.81867,1.89067,3.368,5.10533,14.428,13.8213,13.0533,13.1067,12.24,12.7027,13.1173
680.322,682.201145840736,3.32,2.18933,2.03467,1.93733,1.9,1.884,1.85467,1.788,1.832,1.91067,2.02,3.27733,4.77867,14.3653,14.0373,13.092,12.828,12.4653,12.324,13.0373
680.884,682.763145840736,3.256,2.068,2.1,1.90133,1.872,1.92933,1.77867,1.852,1.80133,1.81067,2.02,3.28933,4.824,14.24,13.8013,13.0027,12.916,11.8867,12.3253,12.9787
681.446,683.325145840736,3.18,2.108,2.11467,1.98933,1.872,1.81733,1.92133,1.81467,1.79333,1.90533,1.85333,3.36533,4.756,14.2373,13.5533,12.7827,12.788,12.0667,12.4533,12.876
682.008,683.887145840736,3.34667,2.13333,2.08267,1.888,1.93733,1.88267,1.82533,1.79867,1.82267,1.83067,1.97067,3.372,4.752,13.9467,13.5013,12.6667,12.8147,12.0733,12.1187,12.74
682.568,684.447145840736,3.20667,2.128,2.08533,1.99733,1.87733,1.87333,1.78133,1.80933,1.79067,1.77067,2.016,3.33867,4.80933,14.048,13.6547,12.5933,12.584,12.036,12.0453,12.9507
683.13,685.009145840736,3.30667,2.048,2.08133,1.91467,1.92667,1.81467,1.9,1.832,1.79067,1.84267,1.99733,3.37333,4.64667,13.8147,13.2747,12.5147,12.5333,11.832,12.08,12.5987
683.692,685.571145840736,3.288,2.07733,2.00667,1.95733,1.87733,1.852,1.76533,1.75333,1.73467,1.83867,1.86667,3.328,4.77467,13.728,13.132,12.2413,12.2227,11.6253,12.0853,12.452
684.254,686.133145840736,3.24933,2.06267,2.06933,1.91333,1.86933,1.77067,1.81733,1.84267,1.86133,1.84533,1.98,3.14133,4.764,13.636,13.1053,12.2213,11.92,11.748,11.8773,12.3627
684.816,686.695145840736,3.156,1.99733,2.10933,1.87867,1.8,1.83467,1.82933,1.8,1.87467,1.87067,1.904,3.25467,4.74533,13.6293,13.064,12.1893,12.1,11.3813,11.9293,12.1773
685.376,687.255145840736,3.25867,2.108,2.02133,1.92267,1.86933,1.80267,1.84,1.79067,1.79867,1.82133,1.88533,3.288,4.84933,13.968,13.0107,12.2773,12.1213,11.432,11.644,12.2733
685.937,687.816145840736,3.33067,2.06133,2.096,1.88133,1.86133,1.848,1.81867,1.82933,1.836,1.892,1.89867,3.34533,4.80133,13.5253,12.928,11.9933,12.0813,11.3067,11.8013,12.0093
686.499,688.378145840736,3.216,2.04133,2.032,1.86533,1.856,1.75867,1.79333,1.82933,1.75467,1.816,1.86933,3.15867,4.756,13.3693,12.748,11.996,12.0453,11.6733,11.6093,12.2053
687.061,688.940145840736,3.228,2.16933,2.028,1.904,1.85733,1.864,1.84533,1.76133,1.824,1.824,1.88667,3.344,4.63867,13.284,12.7213,11.868,11.9053,11.2333,11.6,11.868
687.622,689.501145840736,3.17733,2.108,2.01867,1.928,1.88,1.82933,1.80933,1.85867,1.74,1.84667,1.98667,3.312,4.764,13.4747,12.504,11.9773,11.9827,11.2827,11.6187,12.0667
688.182,690.061145840736,3.164,2.10133,2.08667,1.89733,1.892,1.84667,1.84533,1.776,1.76133,1.792,1.96933,3.16,4.71333,13.3747,12.7973,11.932,11.7107,11.0573,11.572,12.104
688.744,690.623145840736,3.248,2.13333,2.084,1.86667,1.824,1.768,1.852,1.8,1.76667,1.78133,1.88,3.22,4.77067,13.3027,12.424,11.884,11.8773,11.3293,11.4813,11.924
689.305,691.184145840736,3.196,2.03333,2.08533,1.89733,1.80533,1.82267,1.81733,1.71733,1.77467,1.80133,1.87333,3.32133,4.67067,13.176,12.4613,11.724,11.6333,10.9533,11.488,11.7333
689.867,691.746145840736,3.17333,2.03333,2.004,1.82133,1.87867,1.772,1.704,1.76133,1.824,1.78533,1.888,3.23867,4.78933,12.8507,12.3427,11.5213,11.6467,11.04,11.3827,11.852
690.426,692.305145840736,3.19733,2.05467,1.988,1.844,1.79867,1.79867,1.744,1.812,1.78267,1.71467,1.83333,3.23067,4.70933,12.948,12.12,11.2653,11.2773,10.9027,11.1893,11.532
690.988,692.867145840736,3.244,2.076,2.01333,1.91333,1.772,1.77733,1.68,1.76267,1.76,1.76,1.89733,3.29467,4.74533,13.0053,12.2213,11.4667,11.444,10.732,11.156,11.4413
691.549,693.428145840736,3.21467,2.052,1.96533,1.87067,1.832,1.76667,1.784,1.76267,1.73467,1.78133,1.88533,3.28,4.89467,12.5307,11.772,11.048,11.26,10.8347,10.924,11.3467
692.108,693.987145840736,3.21333,2.052,1.94,1.85733,1.77867,1.81333,1.764,1.8,1.796,1.788,1.924,3.19867,4.67867,12.5467,11.9693,11.1373,11.1693,10.804,10.8733,11.3987
692.67,694.549145840736,3.28133,2.03467,1.99867,1.83867,1.80267,1.816,1.77067,1.77733,1.76533,1.80133,1.88267,3.22933,4.80933,12.7307,11.876,11.2107,10.9253,10.6693,10.9773,11.1867
693.231,695.110145840736,3.22667,2.01067,2.076,1.94133,1.788,1.788,1.77867,1.82533,1.78667,1.71467,1.84267,3.20267,4.85067,13.144,12.0307,11.152,11.1173,10.7,10.7067,11.3093
693.79,695.669145840736,3.192,2.07333,2.05333,1.91733,1.81467,1.69867,1.796,1.772,1.69867,1.76667,1.82933,3.328,4.73867,12.6747,11.76,11.1813,11.1133,10.5667,10.6187,11.288
694.352,696.231145840736,3.11467,2.10267,1.984,1.84533,1.764,1.788,1.76667,1.75067,1.75467,1.72533,1.88133,3.19333,4.86667,12.5387,11.516,10.6653,10.9507,10.3867,10.6733,10.9867
694.913,696.792145840736,2.964,2.084,1.92933,1.81733,1.76933,1.724,1.79067,1.756,1.744,1.76267,1.892,3.13867,4.69867,12.288,11.5093,10.964,10.8533,10.3947,10.7347,11.0573
695.472,697.351145840736,3.01333,1.96133,1.88267,1.84267,1.77467,1.65333,1.70533,1.616,1.69467,1.72933,1.852,3.24,4.70533,12.2827,11.4493,10.744,10.752,10.348,10.668,10.9053
696.033,697.912145840736,3.004,1.91067,1.85467,1.83467,1.68533,1.57467,1.67067,1.71333,1.67867,1.58,1.752,3.22267,4.604,11.6693,11.076,10.4893,10.564,10.204,10.5667,10.7787
696.592,698.471145840736,3.024,1.908,1.73467,1.77067,1.664,1.59867,1.684,1.60133,1.65733,1.704,1.72533,3.04933,4.6,11.8,11.0227,10.5613,10.6933,10.0533,10.336,10.5653
697.153,699.032145840736,2.948,1.80133,1.91467,1.77867,1.68933,1.69067,1.652,1.63867,1.60267,1.64933,1.848,3.15333,4.56933,11.4587,10.96,10.244,10.3747,9.98667,10.12,10.4867
697.714,699.593145840736,2.96933,1.892,1.90933,1.75333,1.712,1.66,1.604,1.66933,1.67467,1.65733,1.84933,3.18133,4.67333,11.6147,10.784,10.492,10.4133,9.99067,10.1627,10.424
698.273,700.152145840736,3.08667,1.97867,1.988,1.74533,1.72933,1.672,1.64133,1.73733,1.68,1.648,1.784,3.148,4.71067,11.6373,10.9,10.368,10.1533,9.832,10.204,10.636
698.834,700.713145840736,2.95333,2.01467,1.848,1.71733,1.71467,1.74133,1.67333,1.68933,1.66667,1.692,1.744,3.28133,4.512,11.7813,10.888,10.3133,10.344,9.87867,9.92,10.6507
699.393,701.272145840736,3.1,2.00533,1.996,1.83333,1.75733,1.70533,1.764,1.736,1.78933,1.75067,1.88,3.27733,4.58667,11.904,11.0573,10.2787,10.476,9.892,10.2333,10.284
699.954,701.833145840736,3.12933,1.98133,1.87867,1.804,1.75067,1.752,1.80933,1.74533,1.772,1.81467,1.82267,3.176,4.60933,11.7693,11.0053,10.4613,10.4,10.132,10.3427,10.5
700.513,702.392145840736,3.17733,1.968,1.93867,1.892,1.74133,1.74933,1.676,1.75067,1.77867,1.64267,1.90933,3.256,4.77867,11.9387,10.9333,10.2893,10.516,9.82933,10.2507,10.496
701.074,702.953145840736,3.16,2.008,2.01867,1.78,1.784,1.74,1.77067,1.75467,1.744,1.67867,1.83733,3.13467,4.756,11.9773,10.9173,10.3213,10.3107,10.0947,10.0653,10.3213
701.632,703.511145840736,3.064,2.03067,1.948,1.812,1.80533,1.72533,1.72267,1.67867,1.68267,1.644,1.82667,3.16267,4.63467,11.5653,10.6987,10.04,10.272,9.748,9.928,10.2307
702.193,704.072145840736,3.16933,2.02533,1.94,1.8,1.70267,1.728,1.656,1.67333,1.664,1.644,1.78267,3.164,4.67867,11.58,10.688,10.2147,9.92533,9.73733,10.088,10.0933
702.752,704.631145840736,3.17067,1.976,1.82533,1.764,1.752,1.69467,1.67067,1.728,1.76533,1.67867,1.844,3.23067,4.64133,11.5693,10.6107,9.90933,10.0347,9.72933,10.0107,10.16
703.313,705.192145840736,3.20267,2.00267,1.948,1.80533,1.73867,1.82133,1.72533,1.636,1.68667,1.63867,1.77333,3.15867,4.69867,11.612,10.516,10.048,9.96133,9.76933,9.91467,10.1867
703.871,705.750145840736,3.08667,1.99333,1.892,1.71067,1.83867,1.744,1.73467,1.63333,1.75733,1.716,1.716,3.25467,4.676,11.4773,10.56,9.888,10.1813,9.748,9.68133,10.2413
704.432,706.311145840736,3.16933,1.988,1.924,1.74933,1.77333,1.71067,1.73333,1.72667,1.7,1.684,1.83867,3.22667,4.672,11.2933,10.3333,9.87067,9.852,9.77067,9.77467,9.94667
704.99,706.869145840736,3.17733,1.96267,2.00667,1.828,1.712,1.672,1.68267,1.68,1.67733,1.68933,1.77733,3.176,4.86533,11.456,10.6613,10.028,9.976,9.76533,10.0067,10.1187
705.551,707.430145840736,3.13333,1.97467,1.96267,1.776,1.71733,1.70533,1.7,1.71733,1.70667,1.68267,1.82,3.18,4.74667,11.2827,10.4373,10.0427,9.852,9.50267,9.89333,9.97067
706.109,707.988145840736,3.23333,1.948,1.85467,1.804,1.72133,1.73333,1.712,1.69333,1.69867,1.748,1.82667,3.24667,4.604,11.416,10.5053,9.78933,10.0013,9.58533,9.84133,10.0333
706.668,708.547145840736,3.116,1.99467,1.94267,1.86667,1.76,1.68133,1.74667,1.644,1.7,1.76933,1.81867,3.304,4.60933,11.5493,10.5107,9.76933,9.98133,9.43067,9.61333,10.0107
707.228,709.107145840736,3.08933,1.96267,1.912,1.792,1.68,1.72267,1.70533,1.63067,1.70667,1.716,1.73733,3.352,4.64933,11.2907,10.2387,9.816,9.80933,9.72,9.62933,9.836
707.787,709.666145840736,3.06933,2.02533,1.91333,1.75867,1.78,1.64933,1.68,1.772,1.736,1.704,1.73333,3.188,4.724,11.3467,10.0613,9.72933,9.86,9.54933,9.57333,9.78267
708.347,710.226145840736,3.00133,1.93067,1.96933,1.76667,1.70667,1.67467,1.73333,1.70267,1.732,1.65067,1.87467,3.18,4.648,11.4013,10.14,9.788,9.73733,9.45333,9.72133,9.988
708.905,710.784145840736,3.188,1.904,1.90667,1.84933,1.70267,1.72267,1.64933,1.724,1.708,1.612,1.85867,3.05867,4.63733,11.2,10.3053,9.68667,9.57733,9.452,9.49067,9.69733
709.464,711.343145840736,3.13867,1.94133,1.912,1.82,1.76,1.68,1.61467,1.67733,1.692,1.71733,1.788,3.172,4.69467,11.0787,10.1973,9.528,10.2173,9.316,9.404,9.8
710.024,711.903145840736,3.28267,2.012,1.92933,1.80667,1.72133,1.72133,1.744,1.696,1.73467,1.692,1.852,3.236,4.748,11.1693,10.044,9.66933,10.0533,9.29067,9.50267,9.74133
710.582,712.461145840736,3.17467,2.028,1.96667,1.83333,1.69733,1.728,1.71467,1.69867,1.68133,1.66933,1.792,3.26,4.64533,11.1773,9.996,9.48933,9.73867,9.34,9.416,9.61333
711.14,713.019145840736,3.10267,1.892,1.97067,1.79333,1.76533,1.72133,1.65733,1.676,1.7,1.644,1.812,3.216,4.65467,11.3053,10.1533,9.62133,9.576,9.28933,9.488,9.68933
711.7,713.579145840736,3.156,2.02533,1.88267,1.90667,1.78667,1.736,1.76533,1.776,1.77867,1.69733,1.84933,3.26933,4.62667,11.02,10.132,9.63867,9.53067,9.31867,9.736,9.77867
712.259,714.138145840736,3.044,2.06667,1.88533,1.844,1.79333,1.73333,1.71867,1.82533,1.76667,1.65467,1.88133,3.196,4.764,11.0773,10.2253,9.62533,9.52533,9.28533,9.33467,9.74533
712.817,714.696145840736,3.12,1.92667,1.89733,1.76667,1.756,1.72133,1.66267,1.75067,1.73067,1.656,1.792,3.30133,4.71467,11.2413,10.2387,9.60533,9.47867,9.568,9.62533,9.564
713.377,715.256145840736,3.08667,2.03467,1.93733,1.83333,1.70133,1.73333,1.664,1.69867,1.67733,1.72267,1.81467,3.34667,4.64133,11.0533,10.0933,9.43733,9.65067,9.21733,9.36133,9.64
713.935,715.814145840736,3.12533,1.98933,2.00667,1.80667,1.76133,1.736,1.668,1.632,1.66533,1.648,1.776,3.17467,4.672,10.9813,9.91067,9.45067,9.388,9.33467,9.4,9.63067
714.493,716.372145840736,3.08533,1.896,1.96133,1.86,1.81733,1.832,1.71467,1.71333,1.736,1.724,1.784,3.13867,4.76267,11.236,9.91867,9.48133,9.54133,9.25867,9.28267,9.59067
715.051,716.930145840736,3.13867,1.98,1.87067,1.74533,1.74667,1.69333,1.66667,1.64933,1.68667,1.72933,1.788,3.20133,4.60133,10.9013,9.92267,9.356,9.4,9.04933,9.39867,9.416
715.611,717.490145840736,3.13333,2.00533,1.98267,1.80133,1.79733,1.67867,1.65867,1.67333,1.66533,1.708,1.768,3.19467,4.69067,10.8387,10.0107,9.492,9.512,9.22,9.348,9.45733
716.168,718.047145840736,3.01867,1.92933,1.90933,1.768,1.68667,1.744,1.692,1.75067,1.71867,1.652,1.79467,3.14133,4.70533,10.9067,9.86133,9.53067,9.27467,9.244,9.128,9.61333
716.726,718.605145840736,3.104,1.908,1.90267,1.77333,1.78133,1.71067,1.756,1.69867,1.656,1.69867,1.75333,3.22933,4.672,10.9667,9.88267,9.456,9.408,9.044,9.256,9.50533
717.284,719.163145840736,3.12933,1.92267,1.92267,1.772,1.72133,1.68533,1.72,1.75733,1.724,1.69333,1.83067,3.27867,4.616,10.8573,10.2027,9.20933,9.44,9.16133,9.31067,9.44267
717.844,719.723145840736,3.02667,1.924,1.972,1.85467,1.76,1.66,1.656,1.67067,1.73333,1.66933,1.77867,3.316,4.64,10.9093,9.896,9.48267,9.45467,9.19067,9.29733,9.82133
718.402,720.281145840736,3.068,1.892,1.888,1.73067,1.75733,1.748,1.72267,1.64133,1.66667,1.57333,1.81067,3.21333,4.788,10.9533,9.92133,9.43867,9.572,9.17333,9.216,9.50933
