wavenumber,wavenumber_adjusted,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen,seventeen,eighteen,nineteen,twenty
718.959,720.838145840736,3.10267,1.948,1.948,1.756,1.70267,1.71067,1.68533,1.604,1.64,1.648,1.68133,3.16667,4.724,10.98,9.96667,9.472,9.61467,9.33467,9.39733,9.44
719.517,721.396145840736,3.15067,1.89333,1.90267,1.796,1.7,1.69467,1.70267,1.70267,1.72267,1.64133,1.80533,3.25733,4.69067,10.876,9.764,9.27333,9.33467,9.048,9.308,9.708
720.075,721.954145840736,3.11067,1.89067,1.84267,1.75733,1.756,1.656,1.72533,1.59067,1.64133,1.61467,1.80267,3.23333,4.74267,11.1493,9.95733,9.348,9.43333,9.04133,9.212,9.712
720.632,722.511145840736,3.03733,1.87067,1.876,1.796,1.70667,1.67333,1.64933,1.66933,1.696,1.68933,1.75467,3.15467,4.77867,10.9147,9.74533,9.13867,9.3,8.888,9.272,9.40667
721.192,723.071145840736,3.1,1.864,1.86267,1.78667,1.73733,1.668,1.688,1.604,1.66267,1.62667,1.80933,3.11067,4.616,10.812,9.652,9.41067,9.35467,8.96133,9.624,9.48
721.749,723.628145840736,3.06533,1.988,1.80133,1.836,1.68133,1.684,1.63333,1.68667,1.60533,1.64267,1.73867,3.244,4.76,11.092,9.73067,9.26267,9.10933,8.88933,9.84533,9.37733
722.307,724.186145840736,3.05733,1.86667,1.93467,1.77467,1.69067,1.64667,1.616,1.69467,1.66267,1.68533,1.66933,3.12933,4.636,10.868,9.70933,9.288,9.36267,9.08667,9.55333,9.28267
722.864,724.743145840736,3.15867,2.03867,1.87467,1.68667,1.74133,1.71333,1.67333,1.56933,1.65333,1.65067,1.79333,3.23333,4.64,10.8787,9.81867,9.38933,9.32,8.972,9.04,9.33733
723.422,725.301145840736,3.132,1.99867,1.79067,1.76667,1.668,1.67733,1.60933,1.648,1.67333,1.65467,1.71333,3.26267,4.676,10.94,9.68,9.256,9.34,8.94533,9.256,9.50933
723.979,725.858145840736,3.18667,1.896,1.828,1.83467,1.712,1.70667,1.69867,1.66,1.66667,1.628,1.81333,3.128,4.64933,10.7547,9.89067,9.19067,9.268,9.16133,9.304,9.396
724.537,726.416145840736,3.048,1.82133,1.844,1.68667,1.696,1.61067,1.688,1.61733,1.616,1.62133,1.8,3.14,4.7,10.956,9.71067,9.21333,9.23733,9.064,9.216,9.37733
725.094,726.973145840736,3.17733,1.91067,1.78667,1.74933,1.676,1.69467,1.63467,1.61867,1.66933,1.60933,1.704,3.16933,4.58,11.0093,9.804,9.324,9.25467,9.136,9.088,9.43867
725.651,727.530145840736,2.99867,1.932,1.93067,1.74667,1.612,1.61067,1.63333,1.62133,1.61867,1.64133,1.784,3.11733,4.624,10.7933,9.78267,9.23067,9.28667,9.17333,9.1,9.34
726.21,728.089145840736,2.996,1.92533,1.808,1.82533,1.77733,1.62933,1.73067,1.65867,1.70533,1.632,1.74133,3.15867,4.724,10.8013,9.71467,9.348,9.31067,9.20267,9.17067,9.39467
726.768,728.647145840736,3.05467,1.89733,1.84933,1.70667,1.70667,1.704,1.67067,1.656,1.64133,1.62133,1.788,3.10133,4.71867,10.9467,9.924,9.256,9.24267,9.11467,9.28133,9.28933
727.325,729.204145840736,3.048,1.96667,1.85067,1.72933,1.64933,1.67333,1.66533,1.62,1.58,1.75733,1.75867,3.164,4.74133,10.9573,9.57867,9.212,9.25733,9.04,9.104,9.368
727.882,729.761145840736,3.01733,1.90933,1.856,1.71467,1.70533,1.60933,1.6,1.66267,1.60533,1.60667,1.70933,3.01333,4.65067,10.7413,9.668,9.25467,8.94267,9.13867,9.23067,9.39467
728.439,730.318145840736,3.03733,1.98,1.92267,1.796,1.79867,1.64667,1.63067,1.57467,1.63733,1.696,1.73067,3.15867,4.79067,10.9453,9.688,9.26133,9.12667,8.84533,9.14,9.272
728.996,730.875145840736,3.05867,1.82133,1.84,1.736,1.636,1.616,1.58133,1.58933,1.60267,1.56533,1.78,3.16933,4.74267,10.724,9.73333,9.13733,9.51067,9.16533,9.096,9.14667
729.553,731.432145840736,3.024,1.86267,1.85733,1.72267,1.604,1.724,1.604,1.664,1.62267,1.68267,1.73333,3.23067,4.72533,10.784,9.60933,9.328,9.37467,9.01067,9.188,9.26
730.11,731.989145840736,3.05867,1.9,1.868,1.71867,1.69733,1.58933,1.70933,1.596,1.644,1.628,1.772,3.10667,4.62533,11.1173,9.812,9.29333,9.22,8.92,9.156,9.42
730.667,732.546145840736,3.012,1.928,1.80267,1.70933,1.69867,1.628,1.588,1.68933,1.656,1.60667,1.748,3.15467,4.77333,11.0653,9.664,9.05067,9.028,9.18133,9.12,9.304
731.224,733.103145840736,3.096,1.844,1.84267,1.712,1.69467,1.59333,1.62,1.688,1.608,1.62667,1.724,3.184,4.81067,11.0093,9.82133,9.33867,9.46,9.016,9.08,9.34933
731.781,733.660145840736,3.01067,1.864,1.82133,1.712,1.64,1.62,1.63067,1.64133,1.568,1.58667,1.792,3.17333,4.71733,10.6907,9.67733,9.16933,9.24667,9.14533,9.19733,9.408
732.338,734.217145840736,3.12133,2.00533,1.796,1.744,1.668,1.59733,1.596,1.636,1.592,1.6,1.70533,3.17733,4.81467,10.8027,9.72667,9.41333,9.332,9.00133,9.06933,9.60667
732.893,734.772145840736,2.99067,1.90533,1.868,1.67733,1.71333,1.58267,1.64933,1.56267,1.576,1.63467,1.69733,3.056,4.71067,10.9093,9.724,9.15733,9.14267,8.8,9.03733,9.40267
733.45,735.329145840736,2.97333,1.816,1.85733,1.70133,1.64533,1.63333,1.51333,1.608,1.556,1.63867,1.71067,3.27067,4.79867,10.972,9.83067,9.10933,9.14,9.03867,9.168,9.43467
734.007,735.886145840736,2.96667,1.856,1.868,1.66533,1.62133,1.64,1.564,1.64,1.54,1.608,1.676,3.16667,4.68933,10.668,9.46533,9.08,9.104,8.76,9.192,9.324
734.563,736.442145840736,3.11067,1.84267,1.86133,1.67467,1.66,1.63333,1.672,1.604,1.56667,1.592,1.72533,3.19067,4.79467,10.8413,9.444,9.23867,9.21733,8.90267,8.904,9.32933
735.12,736.999145840736,3.04533,1.87333,1.83067,1.72,1.63333,1.58533,1.6,1.59867,1.61867,1.55333,1.77067,3.104,4.748,10.884,9.65067,9.03467,9.29333,8.98,9.10133,9.32933
735.677,737.556145840736,2.93333,1.82533,1.736,1.656,1.63867,1.604,1.57733,1.58533,1.64,1.608,1.736,3.072,4.65733,10.7347,9.90267,9.164,9.12267,9.00267,9.156,9.40667
736.233,738.112145840736,3.13733,1.83333,1.86533,1.74,1.68667,1.664,1.62267,1.48133,1.62933,1.62267,1.77333,3.132,4.75333,10.9653,9.78133,9.27733,9.368,9.18,9.26933,9.36533
736.79,738.669145840736,3.1,1.75733,1.792,1.708,1.66,1.54667,1.62,1.66133,1.66533,1.59867,1.732,3.15333,4.74667,10.864,9.948,9.15467,9.37467,8.98,9.21333,9.48933
737.346,739.225145840736,3.01733,1.86133,1.81733,1.65867,1.62933,1.57067,1.576,1.56267,1.63867,1.59333,1.648,3.18267,4.83333,10.9107,9.61067,9.276,9.16,8.832,9.11067,9.34133
737.901,739.780145840736,2.95467,1.872,1.812,1.768,1.568,1.63733,1.56133,1.636,1.592,1.59733,1.68667,3.164,4.74,10.84,9.76933,9.232,9.18,9.064,9.22133,9.372
738.458,740.337145840736,3.04533,1.79733,1.72933,1.68,1.64533,1.65467,1.62133,1.57333,1.55867,1.62933,1.66667,3.10267,4.65733,10.968,9.844,9.01733,9.02267,8.936,8.90533,9.43067
739.014,740.893145840736,2.94133,1.82933,1.79733,1.62533,1.59333,1.61067,1.55867,1.604,1.56267,1.55867,1.732,3.124,4.624,10.9213,9.48267,9.22,9.25067,8.90267,9.03733,9.32933
739.57,741.449145840736,2.908,1.80933,1.72933,1.64,1.63467,1.54667,1.548,1.54,1.496,1.57867,1.716,3.09733,4.78133,10.804,9.70667,9.252,9.096,8.912,9.17467,9.256
740.127,742.006145840736,2.99333,1.86667,1.84133,1.60933,1.61733,1.588,1.56533,1.58933,1.544,1.62933,1.72267,2.98533,4.70133,10.8747,9.67733,9.19467,9.13467,8.85733,8.98,9.296
740.683,742.562145840736,2.98933,1.82933,1.81733,1.73067,1.56133,1.55867,1.63733,1.552,1.48267,1.52667,1.724,3.06,4.76933,10.7973,9.57067,9.23733,9.244,8.89467,9.056,9.45333
741.238,743.117145840736,2.94667,1.77733,1.752,1.66933,1.584,1.556,1.58267,1.568,1.53333,1.54,1.65333,3.11867,4.82667,10.8147,9.716,9.156,9.19733,8.77867,9.07067,9.40533
741.794,743.673145840736,2.916,1.776,1.744,1.68933,1.588,1.62133,1.55733,1.56267,1.544,1.59467,1.68933,3.176,4.74533,10.9693,9.86667,9.116,9.17467,8.74533,9.22133,9.48133
742.35,744.229145840736,3.04667,1.8,1.79333,1.728,1.60533,1.60267,1.53067,1.55067,1.58133,1.57067,1.64533,3.01867,4.56933,10.8227,9.73467,9.21867,9.22267,8.95067,9.20667,9.38267
742.906,744.785145840736,2.96,1.8,1.64133,1.668,1.528,1.648,1.568,1.53467,1.56,1.56933,1.708,3.09467,4.73067,10.9613,9.59733,9.18667,9.07867,9.02,9.05733,9.35333
743.461,745.340145840736,2.90533,1.748,1.72,1.6,1.61733,1.57467,1.55467,1.66533,1.54933,1.47867,1.648,3.08533,4.62267,10.88,9.72533,9.116,9.29467,9.09733,9.128,9.13733
744.017,745.896145840736,2.90267,1.816,1.76533,1.64,1.536,1.57333,1.532,1.576,1.49867,1.56933,1.67333,3.06533,4.72667,11.032,9.79333,9.34133,9.30667,8.948,9.004,9.428
744.573,746.452145840736,3.02533,1.82267,1.74933,1.604,1.57467,1.456,1.61467,1.62933,1.56667,1.46533,1.61733,3.096,4.69467,10.8733,9.712,9.092,9.316,8.812,9.04,9.35867
745.129,747.008145840736,2.94267,1.896,1.79733,1.63733,1.55333,1.54133,1.58667,1.53867,1.42267,1.52667,1.712,3.16667,4.68267,11.0187,9.712,9.25867,9.19067,8.89467,9.168,9.37333
745.683,747.562145840736,2.884,1.82133,1.77333,1.65067,1.588,1.576,1.652,1.58533,1.504,1.436,1.708,3.184,4.86267,10.9813,9.568,9.05333,9.172,9.05867,8.848,9.164
746.239,748.118145840736,2.98667,1.796,1.71867,1.636,1.608,1.592,1.48133,1.50267,1.54267,1.54667,1.67333,2.98,4.644,10.744,9.44533,9.228,9.236,8.94,8.89467,9.288
746.795,748.674145840736,2.98533,1.81333,1.73467,1.58933,1.632,1.64267,1.58,1.53733,1.48,1.54933,1.724,3.088,4.732,10.8853,9.572,9.064,9.372,9,8.97067,9.26667
747.349,749.228145840736,2.97867,1.71867,1.72533,1.66267,1.54133,1.56933,1.55733,1.56667,1.51467,1.56267,1.63067,3.12,4.77733,10.8133,9.74133,9.07067,9.372,9.13733,9.27867,9.20667
747.905,749.784145840736,2.98133,1.73333,1.76133,1.60133,1.61333,1.51067,1.55467,1.536,1.55333,1.48133,1.63467,2.94933,5.27333,10.9493,9.70533,9.15733,9.13067,8.90267,9.24267,9.39733
748.461,750.340145840736,3.02933,1.80533,1.78267,1.60133,1.596,1.57067,1.55467,1.448,1.588,1.548,1.608,3.04667,4.81333,10.8933,9.64133,9.092,9.45067,8.89333,9.008,9.45733
749.015,750.894145840736,2.87467,1.768,1.704,1.60933,1.52267,1.51067,1.476,1.52533,1.496,1.548,1.576,3.01867,4.81333,10.9267,9.776,9.228,9.22533,8.81867,9.248,9.32267
749.571,751.450145840736,2.99733,1.82,1.70933,1.564,1.584,1.53733,1.52933,1.44933,1.43867,1.47067,1.67467,3.01867,4.75733,11.1213,9.7,9.39067,9.31867,8.90933,8.97733,9.41467
750.124,752.003145840736,2.84133,1.764,1.67867,1.63333,1.54,1.60133,1.54533,1.56133,1.432,1.44133,1.63333,3.11467,4.86133,10.9587,9.72933,9.16933,9.276,8.97333,9.13733,9.50667
750.68,752.559145840736,2.90267,1.728,1.75733,1.53067,1.58133,1.49333,1.5,1.51333,1.45067,1.47333,1.61467,3.12267,4.696,11.1453,9.84667,9.236,9.44267,9.076,9.24933,9.624
751.236,753.115145840736,2.89467,1.748,1.68133,1.52667,1.508,1.504,1.49333,1.48133,1.51733,1.492,1.61867,3.13867,4.62667,11.1413,9.65867,9.34267,9.18,8.888,9.29333,9.34267
751.79,753.669145840736,2.93333,1.77867,1.70267,1.572,1.48,1.53733,1.54667,1.48,1.42933,1.48,1.62933,2.89333,4.69467,11.12,9.72267,9.42933,9.54533,8.97467,9.32133,9.31867
752.345,754.224145840736,2.94,1.78533,1.72667,1.66933,1.52667,1.52533,1.48133,1.55067,1.40933,1.54133,1.58267,3.02533,4.86,10.9467,9.80267,9.38933,9.38933,8.93467,9.17333,9.42
752.899,754.778145840736,2.89333,1.73333,1.74,1.616,1.52,1.536,1.51333,1.444,1.45333,1.50667,1.62267,3.08,4.79467,11.1093,9.95867,9.27467,9.38933,9.116,9.184,9.52267
753.454,755.333145840736,2.86,1.824,1.68933,1.58533,1.45333,1.56133,1.54933,1.536,1.51067,1.45733,1.612,3.14267,4.624,11.18,9.90133,9.46933,9.44,9.14933,9.544,9.72533
754.01,755.889145840736,2.93467,1.76933,1.696,1.60533,1.48667,1.51333,1.49867,1.56933,1.50133,1.54133,1.632,2.98667,4.908,11.0693,10.0667,9.47733,9.42933,9.18533,9.37867,9.776
754.563,756.442145840736,2.95067,1.82133,1.752,1.60133,1.49867,1.47467,1.48133,1.50933,1.54667,1.57733,1.64267,3.06667,4.91467,10.9773,10.124,9.60267,9.46533,9.256,9.48133,9.73867
755.119,756.998145840736,2.91733,1.72267,1.648,1.61333,1.47067,1.54667,1.444,1.47867,1.50133,1.50667,1.62533,3.09867,4.768,11.2253,10.2093,9.39467,9.42267,9.23333,9.47733,9.67733
755.672,757.551145840736,2.87867,1.70933,1.67867,1.58533,1.58667,1.44,1.456,1.532,1.51067,1.46933,1.65333,2.988,4.712,11.3027,10.2947,9.396,9.61467,9.144,9.19733,9.776
756.228,758.107145840736,3.01067,1.63867,1.73867,1.52933,1.48667,1.49733,1.52267,1.40133,1.46933,1.51467,1.62533,3.12933,4.85333,11.436,10.572,9.848,9.55867,9.32933,9.596,9.88933
756.781,758.660145840736,2.94933,1.80667,1.74,1.48667,1.54,1.52533,1.432,1.46933,1.49867,1.44533,1.60933,3.07733,4.848,11.288,10.32,9.67867,9.44933,9.272,9.448,9.83333
757.337,759.216145840736,2.93333,1.73467,1.67467,1.54533,1.54,1.472,1.50133,1.51067,1.488,1.51867,1.57467,2.964,4.73867,11.3573,10.164,9.58267,9.724,9.17733,9.54267,9.70267
757.89,759.769145840736,2.996,1.76533,1.65733,1.60533,1.448,1.53067,1.48267,1.544,1.43733,1.45867,1.64667,3.16133,4.72133,11.36,10.148,9.556,9.728,9.18933,9.58533,9.82133
758.445,760.324145840736,2.952,1.66,1.71467,1.58667,1.47333,1.524,1.44267,1.424,1.46667,1.51067,1.58933,2.964,4.72533,11.3293,10.2973,9.72667,9.668,9.50533,9.56133,9.712
758.998,760.877145840736,2.92267,1.77733,1.692,1.536,1.55067,1.452,1.46667,1.424,1.55067,1.45333,1.608,3.02133,4.79733,11.572,10.3027,9.70933,9.76133,9.29467,9.50133,9.62533
759.552,761.431145840736,2.86133,1.764,1.64667,1.6,1.47467,1.43067,1.47867,1.452,1.46667,1.52133,1.564,3.136,4.784,11.6853,10.0947,9.69467,9.72267,9.20267,9.78,9.816
760.107,761.986145840736,2.93733,1.72,1.66667,1.60133,1.47467,1.49333,1.50933,1.48133,1.43867,1.49067,1.54,3.01067,4.9,11.5147,10.3467,9.85733,9.888,9.48667,9.55867,9.90933
760.66,762.539145840736,2.96,1.77733,1.69333,1.55867,1.49467,1.556,1.46267,1.532,1.48133,1.456,1.61867,3.096,4.764,11.144,10.4093,9.92267,9.692,9.484,9.64133,9.75333
761.215,763.094145840736,2.796,1.72533,1.73067,1.55733,1.50533,1.48,1.49067,1.452,1.46,1.5,1.63067,3.132,4.82133,11.6453,10.5187,9.96667,9.76133,9.51467,9.69333,10.0867
761.768,763.647145840736,2.85067,1.77733,1.676,1.58267,1.47467,1.51067,1.52133,1.55067,1.416,1.47733,1.54133,2.97467,4.72267,11.6173,10.388,9.80933,9.708,9.49867,9.67467,9.92
762.323,764.202145840736,2.868,1.74533,1.672,1.55067,1.412,1.50133,1.47467,1.49733,1.484,1.46667,1.6,3.008,4.79067,11.5307,10.616,9.844,9.86667,9.42933,9.37867,9.872
762.876,764.755145840736,2.89067,1.672,1.64533,1.58133,1.492,1.41067,1.51333,1.492,1.424,1.53467,1.54667,3.02533,4.76,11.724,10.44,9.924,9.66933,9.536,9.56533,9.74133
763.429,765.308145840736,2.804,1.70267,1.56133,1.528,1.49733,1.42133,1.42667,1.49067,1.49467,1.45733,1.56133,3.004,4.69733,11.4867,10.2893,9.79333,9.72533,9.39333,9.688,9.872
763.984,765.863145840736,2.92667,1.68267,1.67467,1.52533,1.50133,1.51867,1.47067,1.42933,1.468,1.48533,1.59733,3.08667,4.62267,11.4467,10.3933,9.68,9.58533,9.33067,9.368,9.852
764.537,766.416145840736,2.86267,1.64933,1.66133,1.48,1.48533,1.512,1.41733,1.43067,1.432,1.48933,1.592,3.00267,4.73867,11.6027,10.476,9.82533,9.66667,9.38533,9.70533,9.984
765.09,766.969145840736,2.78,1.652,1.62933,1.49467,1.50133,1.51333,1.428,1.424,1.44933,1.456,1.49733,2.988,4.676,12.164,10.2907,9.628,9.60267,9.48533,9.55467,9.77067
765.645,767.524145840736,2.84133,1.70133,1.61867,1.508,1.43467,1.51733,1.53467,1.42933,1.43067,1.476,1.51067,2.97867,4.78133,11.7667,10.5,9.91733,9.78133,9.38667,9.49067,9.87867
766.198,768.077145840736,2.84133,1.68933,1.58667,1.55067,1.46267,1.55467,1.44667,1.41733,1.47867,1.5,1.58933,2.904,4.724,11.6227,10.344,9.70267,9.828,9.35067,9.60667,9.86933
766.75,768.629145840736,2.91067,1.71733,1.62,1.532,1.51067,1.52267,1.43867,1.38933,1.43733,1.42267,1.55733,3.056,4.7,11.6653,10.5493,9.812,9.93867,9.344,9.804,10.144
767.305,769.184145840736,2.88533,1.68667,1.67333,1.57867,1.43333,1.38267,1.44667,1.47333,1.384,1.448,1.53067,2.972,4.916,11.6987,10.3547,9.856,9.772,9.47867,9.68267,9.97867
767.858,769.737145840736,2.8,1.71333,1.664,1.53867,1.508,1.41333,1.39867,1.464,1.47867,1.47333,1.592,2.988,4.788,11.684,10.3627,9.96533,9.78533,9.43867,9.71333,9.916
768.411,770.290145840736,2.75733,1.71867,1.624,1.58133,1.48133,1.44667,1.49333,1.43733,1.39867,1.456,1.59467,3.05867,4.72533,11.708,10.5293,9.972,9.96267,9.52133,9.852,10.1053
768.965,770.844145840736,2.78933,1.66933,1.59867,1.532,1.484,1.51867,1.48933,1.50533,1.38933,1.436,1.57867,3.01867,4.836,11.8787,10.3053,9.788,9.90267,9.49867,9.64,10.0307
769.518,771.397145840736,2.848,1.68133,1.63467,1.48133,1.496,1.42133,1.44667,1.45733,1.46667,1.48,1.56933,3.09067,4.78133,11.6627,10.5547,9.77333,10.052,9.63733,9.82267,10.096
770.07,771.949145840736,2.892,1.66133,1.592,1.552,1.372,1.49867,1.44,1.42933,1.4,1.472,1.50667,3.12,4.68933,11.7227,10.58,10.0093,9.80133,9.44533,9.512,9.86267
770.623,772.502145840736,2.81333,1.736,1.60133,1.52667,1.58933,1.428,1.46933,1.42533,1.49467,1.54533,1.48,2.988,4.78267,11.7667,10.676,9.94267,10.1107,9.55867,9.82133,10.216
771.177,773.056145840736,2.764,1.612,1.58533,1.472,1.428,1.43467,1.51867,1.47067,1.428,1.37333,1.61867,3.04,4.82667,11.7747,10.564,10.024,10.0253,9.504,9.72667,10.1293
771.73,773.609145840736,2.828,1.60533,1.59467,1.544,1.476,1.52267,1.452,1.49467,1.42,1.416,1.49067,2.96133,4.868,11.8013,10.6733,10.096,9.95467,9.752,10.1133,10.1387
772.282,774.161145840736,2.92133,1.73333,1.532,1.52,1.488,1.496,1.47067,1.42133,1.36667,1.47067,1.504,2.98933,4.764,11.9133,10.572,9.996,10.1373,9.59867,9.84,10.1947
772.835,774.714145840736,2.908,1.656,1.572,1.48133,1.44533,1.53067,1.52,1.38933,1.4,1.392,1.60267,3.032,4.79467,11.872,10.9253,10.22,10.112,9.60933,9.89733,10.1893
773.387,775.266145840736,2.96133,1.62533,1.556,1.42533,1.47067,1.436,1.44267,1.46933,1.45733,1.38133,1.53067,2.99067,4.70267,12.0947,10.5987,10.164,10.124,9.72267,10.0453,10.4773
773.941,775.820145840736,2.82,1.688,1.64,1.53333,1.52,1.48667,1.38667,1.37467,1.47733,1.37467,1.56933,3.1,4.872,11.936,10.7933,10.2053,10.1147,9.65867,10.0453,10.3
774.494,776.373145840736,2.84667,1.55733,1.67867,1.50667,1.50133,1.392,1.51867,1.45867,1.44933,1.48133,1.512,3.00933,4.844,12.0347,10.496,10.216,10.0707,9.69867,10.052,10.296
775.046,776.925145840736,2.816,1.66533,1.65467,1.496,1.37733,1.50267,1.42533,1.50133,1.47467,1.38667,1.572,3.02667,4.776,11.996,10.792,10.1147,10.028,9.76267,9.99733,10.3813
775.598,777.477145840736,2.86133,1.70133,1.57733,1.47333,1.452,1.37733,1.48,1.39867,1.44933,1.39467,1.43867,2.97467,4.68533,12.6987,10.76,10.4267,10.3027,9.72533,10.0293,10.1933
776.15,778.029145840736,2.728,1.70933,1.64133,1.49467,1.472,1.504,1.41733,1.41867,1.39733,1.42667,1.552,2.99867,4.768,11.9707,10.8653,10.156,10.26,9.82133,9.87867,10.2667
776.703,778.582145840736,2.756,1.67733,1.68,1.50933,1.452,1.42,1.52133,1.42133,1.38133,1.45333,1.53867,3.008,4.796,12.0813,10.9653,10.132,10.0867,9.64667,9.96533,10.3987
777.255,779.134145840736,2.796,1.64933,1.62667,1.508,1.488,1.47333,1.48,1.40267,1.43733,1.41333,1.56667,3.1,4.74933,11.9093,11.0307,10.2827,10.1027,9.95733,9.98667,10.2693
777.809,779.688145840736,2.91067,1.69067,1.6,1.46133,1.47067,1.44133,1.448,1.464,1.44533,1.432,1.49733,2.968,4.75467,12.1693,11.0573,10.1173,10.2947,9.84267,9.96133,10.528
778.361,780.240145840736,2.812,1.644,1.62667,1.508,1.456,1.45467,1.45467,1.42,1.45867,1.45733,1.58,3.18667,4.87333,12.3413,10.8573,10.308,10.2373,9.91733,10.084,10.4213
778.913,780.792145840736,2.86933,1.62933,1.60933,1.56133,1.44533,1.48133,1.42133,1.42133,1.42267,1.41467,1.51733,3.00933,4.696,12.3973,11.044,10.3307,10.2293,9.96133,10.1293,10.524
779.465,781.344145840736,2.93467,1.71333,1.59467,1.55067,1.456,1.416,1.44133,1.452,1.496,1.484,1.54533,3.04667,4.84,12.2787,11.012,10.4213,10.3653,9.96267,9.996,10.532
780.017,781.896145840736,2.79067,1.58133,1.64133,1.512,1.46267,1.43733,1.392,1.43067,1.40667,1.49467,1.51867,2.96533,4.84533,12.0227,11.0493,10.36,10.4813,10.0507,10.0947,10.388
780.569,782.448145840736,2.68667,1.66533,1.60667,1.432,1.48533,1.47733,1.46933,1.488,1.404,1.45067,1.57467,2.944,4.85733,12.2773,11.3387,10.4027,10.4387,9.988,10.248,10.7307
781.121,783.000145840736,2.85733,1.60267,1.624,1.52267,1.45467,1.51067,1.44267,1.388,1.392,1.444,1.57467,3.02933,4.79867,12.2467,10.88,10.7987,10.392,9.84,10.0053,10.588
781.673,783.552145840736,2.73867,1.608,1.64133,1.50933,1.43733,1.36533,1.48267,1.49733,1.44267,1.40533,1.62267,3.004,4.88267,12.132,11.1507,11.0133,10.3947,9.83067,10.2027,10.5893
782.224,784.103145840736,2.85467,1.70667,1.55333,1.53333,1.428,1.39067,1.392,1.46667,1.38267,1.384,1.55467,2.988,4.86133,12.268,10.7853,10.54,10.3693,9.86533,10.1987,10.4173
782.776,784.655145840736,2.84933,1.616,1.604,1.50533,1.408,1.44133,1.4,1.45867,1.35733,1.428,1.52933,3.02667,4.652,12.2413,11.2147,10.3387,10.3,9.97733,10.076,10.3933
783.328,785.207145840736,2.856,1.564,1.54667,1.46533,1.40533,1.44267,1.35733,1.42,1.42,1.43467,1.5,2.92,4.80667,12.06,11.096,10.5707,10.5253,9.92533,10.308,10.5587
783.88,785.759145840736,2.68133,1.64,1.56133,1.55867,1.40533,1.42133,1.392,1.392,1.428,1.44667,1.596,3.052,4.904,12.184,11.3213,10.5653,10.5,10.072,10.2307,10.4253
784.431,786.310145840736,2.76267,1.58267,1.50933,1.5,1.372,1.32533,1.352,1.37867,1.39067,1.36267,1.57467,2.952,4.78,12.4467,11.052,10.46,10.5707,10.0253,10.2827,10.5947
784.983,786.862145840736,2.75467,1.552,1.53467,1.372,1.26933,1.256,1.36667,1.32533,1.296,1.38533,1.532,2.97333,4.68267,12.3027,11.16,10.5787,10.4693,10.0813,10.216,10.7027
785.535,787.414145840736,2.49067,1.47067,1.452,1.40667,1.34667,1.268,1.28933,1.316,1.31867,1.35867,1.44933,2.81333,4.78,12.1653,11.0987,10.5507,10.316,9.98667,10.0053,10.624
786.086,787.965145840736,2.50933,1.41333,1.324,1.35867,1.22133,1.24533,1.29067,1.24267,1.156,1.25733,1.32533,2.68,4.48933,11.9973,11.1267,10.1187,10.4267,9.792,10.12,10.584
786.638,788.517145840736,2.32133,1.352,1.312,1.25067,1.28267,1.236,1.20933,1.22133,1.252,1.232,1.24267,2.64133,4.432,11.7667,10.972,10.3773,10.284,9.776,9.88667,10.5187
787.189,789.068145840736,2.208,1.308,1.256,1.28933,1.23867,1.18133,1.18533,1.152,1.16667,1.172,1.24933,2.43067,4.244,11.4733,10.9147,10.1533,10.1387,9.74933,9.944,10.3973
787.741,789.620145840736,2.15333,1.19867,1.18133,1.13867,1.108,1.09067,1.13333,1.12267,1.132,1.16,1.25467,2.29467,4.12933,11.212,10.556,9.916,10.0267,9.364,9.51467,9.92
788.292,790.171145840736,1.984,1.07733,1.06133,1.06533,1.084,1.064,1.02667,1.032,1.04533,1.07333,1.128,2.172,4.04667,10.9533,10.396,9.796,9.78133,9.164,9.30133,9.872
788.844,790.723145840736,1.844,1.05467,1.00667,1.052,1.024,0.954667,1.02,1.00267,1.028,1,1.07333,1.97467,3.912,10.5253,10.3013,9.56,9.544,8.876,9.396,9.62533
789.393,791.272145840736,1.71067,0.993333,0.932,0.924,0.878667,0.893333,0.889333,0.937333,0.912,0.985333,0.984,1.68533,3.61067,10.064,9.8,9.08667,9.012,8.43733,8.67067,9.296
789.945,791.824145840736,1.48,0.796,0.838667,0.798667,0.761333,0.756,0.824,0.852,0.84,0.858667,0.886667,1.424,3.156,8.976,8.77467,8.23867,8.12133,7.76,7.968,8.45467
