wavenumber,counts,wavenumber_adjusted
197.067,1.174,198.946145840736
197.674,1.396,199.553145840736
198.283,1.714,200.162145840736
198.893,2.016,200.772145840736
199.502,2.032,201.381145840736
200.109,2.112,201.988145840736
200.718,2.242,202.597145840736
201.327,2.328,203.206145840736
201.934,2.344,203.813145840736
202.543,2.372,204.422145840736
203.15,2.422,205.029145840736
203.759,2.34,205.638145840736
204.368,2.38,206.247145840736
204.975,2.432,206.854145840736
205.584,2.412,207.463145840736
206.19,2.344,208.069145840736
206.799,2.394,208.678145840736
207.408,2.288,209.287145840736
208.014,2.38,209.893145840736
208.623,2.288,210.502145840736
209.229,2.34,211.108145840736
209.838,2.344,211.717145840736
210.444,2.256,212.323145840736
211.053,2.316,212.932145840736
211.659,2.318,213.538145840736
212.267,2.344,214.146145840736
212.874,2.268,214.753145840736
213.482,2.296,215.361145840736
214.088,2.372,215.967145840736
214.696,2.366,216.575145840736
215.302,2.26,217.181145840736
215.911,2.338,217.790145840736
216.517,2.316,218.396145840736
217.122,2.22,219.001145840736
217.731,2.404,219.610145840736
218.336,2.454,220.215145840736
218.944,2.408,220.823145840736
219.55,2.404,221.429145840736
220.156,2.338,222.035145840736
220.764,2.336,222.643145840736
221.369,2.436,223.248145840736
221.977,2.324,223.856145840736
222.583,2.428,224.462145840736
223.188,2.494,225.067145840736
223.796,2.378,225.675145840736
224.401,2.52,226.280145840736
225.007,2.456,226.886145840736
225.614,2.44,227.493145840736
226.22,2.428,228.099145840736
226.825,2.336,228.704145840736
227.43,2.456,229.309145840736
228.038,2.46,229.917145840736
228.643,2.474,230.522145840736
229.248,2.53,231.127145840736
229.853,2.562,231.732145840736
230.46,2.528,232.339145840736
231.065,2.62,232.944145840736
231.671,2.542,233.550145840736
232.275,2.38,234.154145840736
232.88,2.518,234.759145840736
233.487,2.602,235.366145840736
234.092,2.54,235.971145840736
234.697,2.608,236.576145840736
235.302,2.552,237.181145840736
235.907,2.606,237.786145840736
236.511,2.706,238.390145840736
237.118,2.532,238.997145840736
237.723,2.608,239.602145840736
238.327,2.704,240.206145840736
238.932,2.766,240.811145840736
239.536,2.7,241.415145840736
240.141,2.564,242.020145840736
240.745,2.666,242.624145840736
241.35,2.75,243.229145840736
241.954,2.708,243.833145840736
242.558,2.608,244.437145840736
243.162,2.692,245.041145840736
243.767,2.672,245.646145840736
244.371,2.762,246.250145840736
244.975,2.624,246.854145840736
245.579,2.802,247.458145840736
246.183,2.706,248.062145840736
246.787,2.822,248.666145840736
247.391,2.712,249.270145840736
247.995,2.828,249.874145840736
248.599,2.736,250.478145840736
249.203,2.656,251.082145840736
249.807,2.722,251.686145840736
250.411,2.774,252.290145840736
251.014,2.658,252.893145840736
251.618,2.74,253.497145840736
252.222,2.73,254.101145840736
252.825,2.74,254.704145840736
253.429,2.778,255.308145840736
254.03,2.8,255.909145840736
254.634,2.738,256.513145840736
255.237,2.728,257.116145840736
255.841,2.634,257.720145840736
256.444,2.68,258.323145840736
257.048,2.684,258.927145840736
257.651,2.69,259.530145840736
258.252,2.672,260.131145840736
258.855,2.714,260.734145840736
259.458,2.796,261.337145840736
260.062,2.714,261.941145840736
260.665,2.616,262.544145840736
261.266,2.702,263.145145840736
261.869,2.712,263.748145840736
262.472,2.744,264.351145840736
263.075,2.582,264.954145840736
263.676,2.736,265.555145840736
264.278,2.696,266.157145840736
264.881,2.686,266.760145840736
265.482,2.63,267.361145840736
266.085,2.702,267.964145840736
266.688,2.742,268.567145840736
267.288,2.556,269.167145840736
267.891,2.822,269.770145840736
268.493,2.644,270.372145840736
269.094,2.824,270.973145840736
269.696,2.758,271.575145840736
270.299,2.75,272.178145840736
270.899,2.798,272.778145840736
271.502,2.756,273.381145840736
272.104,2.704,273.983145840736
272.704,2.744,274.583145840736
273.307,2.628,275.186145840736
273.907,2.716,275.786145840736
274.509,2.752,276.388145840736
275.109,2.74,276.988145840736
275.711,2.728,277.590145840736
276.313,2.75,278.192145840736
276.913,2.774,278.792145840736
277.515,2.752,279.394145840736
278.115,2.8,279.994145840736
278.717,2.696,280.596145840736
279.317,2.728,281.196145840736
279.919,2.86,281.798145840736
280.519,2.746,282.398145840736
