36.682;1482.000
37.076;1465.333
37.469;1486.000
37.862;1460.333
38.255;1481.000
38.649;1464.667
39.042;1476.667
39.435;1496.667
39.828;1460.333
40.221;1492.333
40.614;1462.333
41.008;1460.667
41.401;1456.667
41.794;1470.000
42.187;1522.000
42.580;1484.000
42.973;1456.333
43.366;1468.333
43.759;1484.333
44.152;1461.667
44.545;1449.333
44.938;1470.000
45.331;1470.333
45.724;1462.000
46.116;1462.333
46.509;1502.667
46.902;1462.000
47.295;1446.333
47.688;1465.667
48.080;1484.000
48.473;1464.333
48.866;1493.667
49.259;1502.667
49.651;1443.000
50.044;1453.333
50.437;1476.667
50.829;1456.000
51.222;1468.333
51.615;1495.667
52.007;1452.333
52.400;1503.667
52.792;1484.000
53.185;1458.000
53.577;1486.333
53.970;1448.000
54.362;1483.000
54.755;1482.000
55.147;1456.333
55.539;1468.667
55.932;1472.000
56.324;1479.000
56.716;1486.333
57.109;1467.000
57.501;1477.000
57.893;1488.000
58.286;1464.333
58.678;1480.000
59.070;1485.000
59.462;1467.333
59.855;1481.333
60.247;1478.333
60.639;1462.000
61.031;1466.333
61.423;1487.333
61.815;1475.333
62.207;1464.333
62.599;1483.333
62.991;1452.333
63.383;1490.333
63.775;1488.667
64.167;1504.000
64.559;1477.000
64.951;1453.333
65.343;1486.667
65.735;1494.333
66.127;1459.667
66.519;1457.333
66.910;1471.333
67.302;1482.000
67.694;1475.000
68.086;1462.667
68.478;1516.000
68.869;1517.000
69.261;1490.333
69.653;1496.333
70.044;1481.667
70.436;1487.667
70.828;1460.667
71.219;1481.333
71.611;1461.667
72.003;1458.000
72.394;1449.667
72.786;1452.667
73.177;1478.000
73.569;1493.333
73.960;1460.000
74.352;1484.000
74.743;1485.667
75.134;1483.000
75.526;1461.000
75.917;1457.667
76.309;1461.333
76.700;1463.333
77.091;1462.333
77.483;1477.000
77.874;1457.667
78.265;1438.333
78.656;1459.000
79.048;1460.667
79.439;1463.667
79.830;1466.000
80.221;1483.667
80.612;1494.333
81.004;1528.000
81.395;1523.000
81.786;1501.333
82.177;1447.333
82.568;1455.333
82.959;1493.667
83.350;1474.000
83.741;1474.333
84.132;1481.333
84.523;1470.333
84.914;1463.000
85.305;1481.333
85.696;1475.667
86.086;1497.000
86.477;1465.333
86.868;1460.000
87.259;1513.667
87.650;1494.000
88.041;1474.000
88.431;1472.667
88.822;1466.333
89.213;1473.667
89.604;1462.333
89.994;1479.000
90.385;1470.333
90.775;1499.000
91.166;1441.000
91.557;1474.333
91.947;1496.667
92.338;1473.000
92.728;1488.667
93.119;1485.667
93.509;1478.000
93.900;1479.667
94.290;1473.667
94.681;1453.667
95.071;1461.000
95.462;1481.667
95.852;1469.667
96.242;1479.333
96.633;1466.000
97.023;1460.333
97.414;1456.333
97.804;1453.000
98.194;1448.667
98.584;1475.333
98.975;1452.333
99.365;1474.333
99.755;1452.333
100.145;1501.333
100.535;1492.667
100.925;1475.000
101.316;1472.000
101.706;1456.667
102.096;1482.667
102.486;1491.000
102.876;1474.000
103.266;1473.333
103.656;1526.333
104.046;1464.333
104.436;1479.333
104.826;1518.333
105.216;1471.667
105.606;1453.333
105.996;1452.667
106.385;1474.333
106.775;1502.333
107.165;1457.333
107.555;1464.333
107.945;1480.667
108.334;1524.667
108.724;1508.000
109.114;1452.000
109.504;1473.667
109.893;1462.333
110.283;1460.333
110.673;1463.333
111.062;1487.000
111.452;1469.667
111.842;1508.667
112.231;1466.333
112.621;1463.667
113.010;1478.000
113.400;1450.000
113.789;1474.667
114.179;1486.333
114.568;1458.333
114.958;1481.000
115.347;1459.000
115.736;1464.333
116.126;1456.333
116.515;1486.333
116.905;1462.333
117.294;1465.333
117.683;1451.667
118.072;1448.000
118.462;1473.000
118.851;1512.000
119.240;1500.333
119.629;1456.667
120.019;1497.333
120.408;1457.000
120.797;1464.333
121.186;1488.000
121.575;1499.000
121.964;1462.667
122.353;1457.000
122.742;1455.667
123.131;1487.000
123.520;1465.000
123.909;1472.667
124.298;1472.000
124.687;1455.667
125.076;1451.333
125.465;1474.333
125.854;1468.333
126.243;1444.333
126.632;1447.000
127.021;1465.333
127.410;1493.667
127.798;1491.333
128.187;1485.333
128.576;1446.667
128.965;1469.000
129.353;1470.667
129.742;1477.333
130.131;1483.667
130.519;1478.000
130.908;1489.333
131.297;1472.000
131.685;1483.667
132.074;1448.000
132.462;1470.000
132.851;1461.000
133.240;1474.333
133.628;1469.333
134.017;1460.667
134.405;1462.667
134.793;1462.000
135.182;1488.000
135.570;1528.667
135.959;1496.333
136.347;1483.333
136.735;1447.667
137.124;1457.000
137.512;1455.333
137.900;1476.000
138.289;1504.667
138.677;1461.000
139.065;1496.333
139.453;1495.000
139.842;1467.333
140.230;1448.667
140.618;1478.000
141.006;1464.333
141.394;1454.667
141.782;1468.333
142.170;1494.333
142.558;1459.333
142.947;1457.667
143.335;1461.333
143.723;1458.333
144.111;1456.667
144.499;1455.667
144.886;1448.667
145.274;1552.000
145.662;1482.000
146.050;1462.000
146.438;1472.333
146.826;1539.667
147.214;1483.333
147.602;1456.333
147.989;1497.667
148.377;1466.333
148.765;1459.667
149.153;1463.667
149.540;1455.333
149.928;1450.333
150.316;1476.000
