197.067	13.8947
197.674	-24.3158
198.283	8.94737
198.893	16.8421
199.502	15.4737
200.109	17.8947
200.718	18.5263
201.327	18.9474
201.934	19.6842
202.543	20.6316
203.15	18.8421
203.759	18.6316
204.368	19.3684
204.975	19.4737
205.584	20.5263
206.19	18.5263
206.799	20.5263
207.408	20.8421
208.014	22.9474
208.623	20.9474
209.229	17.6842
209.838	17.7895
210.444	19.8947
211.053	19.7895
211.659	20.3158
212.267	23.4737
212.874	17.6842
213.482	18.8421
214.088	18.6316
214.696	20.6316
215.302	19.5789
215.911	24.5263
216.517	26.7368
217.122	24.3158
217.731	21.5789
218.336	24.9474
218.944	24.3158
219.55	24
220.156	27.2632
220.764	21.7895
221.369	22.7368
221.977	22.5263
222.583	18.4211
223.188	21.1579
223.796	18.8421
224.401	17.2632
225.007	18.1053
225.614	21.2632
226.22	18.5263
226.825	21.0526
227.43	18.8421
228.038	20.3158
228.643	20.3158
229.248	21.2632
229.853	15.8947
230.46	21.1579
231.065	19.1579
231.671	18.6316
232.275	18.2105
232.88	18
233.487	18.1053
234.092	20.3158
234.697	20
235.302	18.3158
235.907	17.8947
236.511	22.4211
237.118	19.5789
237.723	18.4211
238.327	21.3684
238.932	17.6842
239.536	20.5263
240.141	17.4737
240.745	22.7368
241.35	20.3158
241.954	17.4737
242.558	18.7368
243.162	19.0526
243.767	15.7895
244.371	19.1579
244.975	18.7368
245.579	17.7895
246.183	20.2105
246.787	19.2632
247.391	17.0526
247.995	20.3158
248.599	20.1053
249.203	15.3684
249.807	19.5789
250.411	21.5789
251.014	19.8947
251.618	21.2632
252.222	20.2105
252.825	21.0526
253.429	16.4211
254.03	18
254.634	20.4211
255.237	17.3684
255.841	19.5789
256.444	22
257.048	22
257.651	20.2105
258.252	21.3684
258.855	18.1053
259.458	21.3684
260.062	23.3684
260.665	19.6842
261.266	21.4737
261.869	19.6842
262.472	25.2632
263.075	22.6316
263.676	23.4737
264.278	21.8947
264.881	21.5789
265.482	19.3684
266.085	24
266.688	24.9474
267.288	22.2105
267.891	22.7368
268.493	26.9474
269.094	27.4737
269.696	30.4211
270.299	31.6842
270.899	35.6842
271.502	38.9474
272.104	42.7368
272.704	48
273.307	58.7368
273.907	72.8421
274.509	105.158
275.109	218.421
275.711	1101.26
276.313	3791.58
276.913	2937.68
277.515	2877.16
278.115	3601.47
278.717	3550
279.317	1900.63
279.919	1546
280.519	1334.95
281.12	1110.11
281.72	825.158
282.322	247.263
282.921	122.632
283.521	78.2105
284.122	44
284.722	41.6842
285.323	34.2105
285.923	31.0526
286.522	29.3684
287.124	25.1579
287.723	24.9474
288.324	23.4737
288.923	21.2632
289.523	23.1579
290.124	17.2632
290.723	22.9474
291.322	20.9474
291.923	18.9474
292.522	20.9474
293.121	20.2105
293.72	18.4211
294.321	19.0526
294.919	21.3684
295.518	19.8947
296.117	19.5789
296.718	18.9474
297.316	19.8947
297.915	18.8421
298.514	21.2632
299.112	17.8947
299.713	20.4211
300.311	18.3158
300.91	17.8947
301.508	20.2105
302.106	17.7895
302.705	16
303.305	18.7368
303.903	18.2105
304.501	21.6842
305.099	19.6842
305.698	16.7368
306.296	18.1053
306.894	18.2105
307.492	19.8947
308.09	17.7895
308.688	18.3158
309.285	16.2105
309.883	15.6842
310.481	19.1579
311.079	17.6842
311.677	16.2105
312.274	15.5789
312.872	19.2632
313.47	16.5263
314.067	18.8421
314.665	17.7895
315.262	17.7895
315.86	17.4737
316.457	17.3684
317.054	21.4737
317.652	31.0526
318.249	27.5789
318.846	24.5263
319.443	29.6842
320.041	22.1053
320.636	23.5789
321.233	22.1053
321.83	19.0526
322.427	22.4211
323.024	16.8421
323.621	19.5789
324.216	17.8947
324.813	18.5263
325.409	14.2105
326.006	14.7368
326.603	17.2632
327.198	15.7895
327.794	17.3684
328.391	21.7895
328.987	16.8421
329.582	15.4737
330.178	17.2632
330.775	15.4737
331.369	14.8421
331.966	20.5263
332.562	14.4211
333.158	16.7368
333.753	17.4737
334.349	16.3158
334.945	17.1579
335.539	19.6842
336.135	16.8421
336.729	17.7895
337.325	22.6316
337.921	26.9474
338.515	23.5789
339.111	21.3684
339.705	28.7368
340.301	25.1579
340.895	21.3684
341.491	21.1579
342.086	18.2105
342.68	17.8947
343.276	23.7895
343.869	20
344.465	17.4737
345.058	24
345.654	18.4211
346.247	16.8421
346.841	18.4211
347.436	16.9474
348.029	18.4211
348.625	12.8421
349.218	15.8947
349.813	17.7895
350.406	12.9474
350.999	16.2105
351.595	14
352.188	16.7368
352.783	15.3684
353.376	17.2632
353.969	14.1053
354.563	15.2632
355.156	11.7895
355.749	15.2632
356.344	16.3158
356.937	13.0526
357.529	15.5789
358.124	17.4737
358.717	14.5263
359.309	15.2632
359.902	10.5263
360.496	17.0526
361.089	14.5263
361.681	16
362.274	13.5789
362.866	16.1053
363.46	17.0526
364.053	15.2632
364.645	13.3684
365.237	16.8421
365.829	15.8947
366.423	14.9474
367.015	14.2105
367.607	16.5263
368.199	13.8947
368.791	15.7895
369.383	15.0526
369.975	14.3158
370.567	15.3684
371.159	11.8947
371.753	14.5263
372.344	16.5263
372.936	14
373.528	14.6316
374.119	14.8421
374.711	13.5789
375.303	14.6316
375.894	15.7895
376.486	14.8421
377.077	13.1579
377.668	17.7895
378.26	16.1053
378.851	14.7368
379.442	14.2105
380.034	14.2105
380.623	12.6316
381.214	13.7895
381.805	17.0526
382.396	13.0526
382.987	15.3684
383.578	15.8947
384.169	15.7895
384.76	17.0526
385.351	14.7368
385.94	14.9474
386.53	16.4211
387.121	16
387.712	17.8947
388.303	20.7368
388.893	53.2632
389.482	54
390.073	44.8421
390.663	58.8421
391.254	35.2632
391.842	26.8421
392.432	24.8421
393.023	19.5789
393.613	19.7895
394.202	21.2632
394.792	21.6842
395.382	14.7368
395.97	18.8421
396.56	13.6842
397.151	14.4211
397.739	12.5263
398.329	12.6316
398.919	13.8947
399.507	14.6316
400.097	12.9474
400.686	13.7895
401.274	13.2632
401.864	11.7895
402.452	15.1579
403.042	12.5263
403.631	14.7368
404.219	12.9474
404.809	15.8947
405.396	13.0526
405.986	13.5789
406.573	12.7368
407.163	12.7368
407.75	15.2632
408.34	14.9474
408.927	18.2105
409.516	11.7895
410.103	12.4211
410.693	14.6316
411.28	14.4211
411.867	14
412.456	13.7895
413.043	14.5263
413.632	14.9474
414.219	11.5789
414.808	11.3684
415.395	14.2105
415.982	14.1053
416.571	13.1579
417.158	14.3158
417.745	12.6316
418.333	13.1579
418.92	12.8421
419.507	13.7895
420.095	13.7895
420.682	12.1053
421.268	13.1579
421.855	15.1579
422.443	12.7368
423.03	13.3684
423.616	13.7895
424.203	14.5263
424.791	17.6842
425.377	15.0526
425.963	14.1053
426.55	14.8421
427.136	14.4211
427.724	13.0526
428.31	12.3158
428.896	13.3684
429.482	11.8947
430.068	12.4211
430.654	13.1579
431.242	12.9474
431.828	15.7895
432.414	13.4737
432.999	13.8947
433.585	14.5263
434.171	12.3158
434.757	13.5789
435.342	14.7368
435.928	13.8947
436.513	15.3684
437.099	13.6842
437.684	14.6316
438.27	13.6842
438.855	23.5789
439.441	39.2632
440.026	31.579
440.611	38.6316
441.197	26.4211
441.782	17.5789
442.367	14.9474
442.952	14.6316
443.537	10.7368
444.122	15.0526
444.707	14.1053
445.292	15.7895
445.877	11.5789
446.46	12.4211
447.045	14.2105
447.63	12.9474
448.215	11.3684
448.799	14.2105
449.384	11.6842
449.969	10.4211
450.552	15.3684
451.136	12.2105
451.721	14.2105
452.305	11.7895
452.89	10.9474
453.472	12.8421
454.057	11.3684
454.641	13.4737
455.223	11.5789
455.808	12.8421
456.392	15.2632
456.976	12.1053
457.558	11.3684
458.143	14.3158
458.727	11.8947
459.309	10.9474
459.893	11.6842
460.477	12.3158
461.059	15.2632
461.643	13.3684
462.227	13.4737
462.809	11.6842
463.392	13.4737
463.974	11.5789
464.558	12.8421
465.142	12.6316
465.723	11.5789
466.307	14.5263
466.889	12.8421
467.472	13.3684
468.054	10.2105
468.637	10
469.219	13.8947
469.802	12
470.383	11.4737
470.967	14
471.548	11.6842
472.131	12.1053
472.713	10.1053
473.296	12.3158
473.877	13.1579
474.458	13.5789
475.041	10.7368
475.622	13.8947
476.205	12.4211
476.786	10.8421
477.367	10.4211
477.95	12.2105
478.531	16.4211
479.112	8.31579
479.694	11.6842
480.275	14.1053
480.856	14.5263
481.438	13.1579
482.019	13.0526
482.6	13.8947
483.182	10.3158
483.763	12.3158
484.343	12
484.924	12.1053
485.506	12.7368
486.086	13.3684
486.667	10.8421
487.247	13.3684
487.827	11.4737
488.41	11.1579
488.99	10.3158
489.57	9.89474
490.15	10.9474
490.73	13.6842
491.31	13.1579
491.892	12.6316
492.472	12.3158
493.052	13.6842
493.632	12.9474
494.212	10.6316
494.791	11.3684
495.371	9.26316
495.951	14.8421
496.531	11.7895
497.11	10.3158
497.69	12
498.27	10.8421
498.849	12.3158
499.429	11.5789
500.008	14
500.587	11.6842
501.167	14
501.746	12.7368
502.326	12.1053
502.905	13.2632
503.484	13.5789
504.063	13.3684
504.643	13.4737
505.222	11.3684
505.801	13.7895
506.38	14.5263
506.959	13.5789
507.538	12.7368
508.115	13.3684
508.694	11.4737
509.273	15.2632
509.851	12.2105
510.43	13.7895
511.009	11.6842
511.586	11.8947
512.164	10.6316
512.743	9.78947
513.322	10.3158
513.9	11.8947
514.477	10.6316
515.055	10.6316
515.634	13.5789
516.212	12.7368
516.789	10.4211
517.367	10.9474
517.945	12.7368
518.522	10.5263
519.1	13.4737
519.678	12.4211
520.254	11.5789
520.832	12.5263
521.411	13.6842
521.987	12.7368
522.565	10
523.143	10
523.719	14.5263
524.297	12.9474
524.872	12.8421
525.45	12.4211
526.026	11.6842
526.604	13.3684
527.182	13.6842
527.757	10.4211
528.335	12.5263
528.911	11.0526
529.488	10.9474
530.064	14.3158
530.641	11.4737
531.217	10.4211
531.794	15.3684
532.37	12.2105
532.945	11.5789
533.522	12.9474
534.098	11.8947
534.675	12.8421
535.25	12.9474
535.827	9.1579
536.402	10.7368
536.977	10.9474
537.555	13.1579
538.13	11.4737
538.705	10.4211
539.282	12.3158
539.857	13.0526
540.431	14.2105
541.008	12.4211
541.583	11.8947
542.158	10.2105
542.735	14.2105
543.309	13.6842
543.884	12
544.459	11.4737
545.035	14.9474
545.61	12.7368
546.184	14.1053
546.759	12.5263
547.335	10.9474
547.91	12.2105
548.484	11.1579
549.058	11.4737
549.633	9.68421
550.207	7.68421
550.783	11.5789
551.357	10.8421
551.932	13.1579
552.506	12.3158
553.08	14
553.654	13.8947
554.228	12.1053
554.802	10.4211
555.376	13.7895
555.95	11.4737
556.524	11.7895
557.099	11.8947
557.673	12.8421
558.247	13.3684
