wavenumber,counts,wavenumber_adjusted
103.188,0.196667,103.139245366689
103.582,0.126667,103.533076171687
103.978,0.188333,103.928906117828
104.372,0.226667,104.322736922826
104.767,0.256667,104.717567298395
105.161,0.285,105.111398103394
105.555,0.3,105.505228908392
105.951,0.335,105.901058854533
106.345,0.328333,106.294889659531
106.739,0.355,106.688720464529
107.134,0.386667,107.083550840099
107.528,0.373333,107.477381645097
107.922,0.368333,107.871212450095
108.318,0.4,108.267042396236
108.711,0.376667,108.659873630663
109.105,0.356667,109.053704435661
109.501,0.361667,109.449534381802
109.894,0.303333,109.842365616229
110.288,0.296667,110.236196421228
110.682,0.318333,110.630027226226
111.076,0.348333,111.023858031224
111.471,0.33,111.418688406794
111.865,0.301667,111.812519211792
112.258,0.333333,112.205350446219
112.652,0.293333,112.599181251218
113.046,0.293333,112.993012056216
113.441,0.32,113.387842431785
113.835,0.295,113.781673236784
114.228,0.306667,114.174504471211
114.622,0.358333,114.568335276209
115.015,0.345,114.961166510637
115.409,0.388333,115.354997315635
115.802,0.336667,115.747828550062
116.197,0.356667,116.142658925632
116.591,0.35,116.53648973063
116.984,0.331667,116.929320965057
117.378,0.328333,117.323151770055
117.771,0.341667,117.715983004483
118.165,0.371667,118.109813809481
118.558,0.326667,118.502645043908
118.951,0.31,118.895476278336
119.345,0.363333,119.289307083334
119.738,0.35,119.682138317761
120.131,0.338333,120.074969552189
120.525,0.308333,120.468800357187
120.918,0.288333,120.861631591614
121.311,0.323333,121.254462826041
121.704,0.313333,121.647294060469
122.098,0.35,122.041124865467
122.491,0.375,122.433956099894
122.884,0.366667,122.826787334322
123.277,0.368333,123.219618568749
123.67,0.343333,123.612449803176
124.062,0.406667,124.004281467032
124.455,0.37,124.39711270146
124.848,0.366667,124.789943935887
125.241,0.333333,125.182775170314
125.634,0.311667,125.575606404741
126.027,0.32,125.968437639169
126.42,0.323333,126.361268873596
126.812,0.306667,126.753100537452
127.204,0.336667,127.144932201308
127.597,0.3,127.537763435736
127.99,0.266667,127.930594670163
128.383,0.296667,128.32342590459
128.775,0.348333,128.715257568446
129.167,0.33,129.107089232303
129.56,0.336667,129.49992046673
129.953,0.315,129.892751701157
130.344,0.336667,130.283583794442
130.737,0.313333,130.67641502887
131.13,0.33,131.069246263297
131.521,0.333333,131.460078356582
131.914,0.361667,131.852909591009
132.307,0.338333,132.245740825437
132.699,0.336667,132.637572489293
133.09,0.353333,133.028404582578
133.483,0.33,133.421235817005
133.874,0.328333,133.81206791029
134.267,0.313333,134.204899144718
134.659,0.32,134.596730808574
135.05,0.31,134.987562901859
135.443,0.326667,135.380394136286
135.835,0.345,135.772225800143
136.226,0.341667,136.163057893428
136.619,0.323333,136.555889127855
