wavenumber	counts
352.843	8.31579
353.216	8.21053
353.587	9.26316
353.96	8.52632
354.332	8.84211
354.705	8.94737
355.076	7.47368
355.449	8
355.82	7.47368
356.193	8.21053
356.564	9.89474
356.936	8.21053
357.308	8.21053
357.68	10.5263
358.052	8.73684
358.424	6.63158
358.795	7.47368
359.168	8.94737
359.539	9.68421
359.911	9.1579
360.283	6.84211
360.654	8
361.026	8.21053
361.397	6.21053
361.769	8
362.14	7.26316
362.512	7.57895
362.883	8.21053
363.254	8.42105
363.625	9.47368
363.998	7.68421
364.369	10.6316
364.74	5.26316
365.111	9.05263
365.483	7.1579
365.854	10.2105
366.225	8
366.596	9.57895
366.966	8.73684
367.337	8.42105
367.708	7.89474
368.08	8
368.451	8.10526
368.822	8.84211
369.193	9.68421
369.563	9.15789
369.934	7.47368
370.305	6.10526
370.675	6.84211
371.046	7.78947
371.417	6.52632
371.787	8
372.158	10.4211
372.528	9.89474
372.899	7.26316
373.269	9.57895
373.64	9.78947
374.01	8.73684
374.381	11.3684
374.751	9.57895
375.122	7.05263
375.491	8.21053
375.861	8.94737
376.232	7.47368
376.602	6.84211
376.972	10.3158
377.343	8.94737
377.713	8.73684
378.082	8
378.452	7.89474
378.822	6.8421
379.193	10.9474
379.562	8.31579
379.932	10.1053
380.302	9.36842
380.672	9.57895
381.041	7.78947
381.411	6.73684
381.781	8.8421
382.151	9.36842
382.52	7.05263
382.89	7.47368
383.26	7.78947
383.629	6.73684
383.999	9.1579
384.367	9.05263
384.737	9.05263
385.107	6
385.476	9.05263
385.846	8.94737
386.214	6.42105
386.584	6.10526
386.954	8.8421
387.322	9.05263
387.692	7.05263
388.06	10.3158
388.43	7.89474
388.799	6.21053
389.168	10.7368
389.537	9.57895
389.906	5.47368
390.275	7.36842
390.643	7.15789
391.013	9.1579
391.381	9.47369
391.751	9.57895
392.119	7.89474
392.487	7.26316
392.857	10.4211
393.225	8.63158
393.593	11.0526
393.962	9.47368
394.33	8.10526
394.698	10.4211
395.068	8.31579
395.436	10.4211
395.804	11.7895
396.173	7.89474
396.541	9.26316
396.909	9.78947
397.277	9.57895
397.647	7.78947
398.015	7.57895
398.382	8.8421
398.75	9.1579
399.118	9.47368
399.487	10
399.855	6.94737
400.223	9.68421
400.591	10
400.959	7.89474
401.326	10.4211
401.694	9.78947
402.062	8.31579
402.429	10.9474
402.799	7.47368
403.166	8.42105
403.534	10.4211
403.902	9.89474
404.269	8.52632
404.637	8.21053
405.004	8.94737
405.372	7.57895
405.739	8.52632
406.107	8.63158
406.474	9.26316
406.842	10.4211
407.208	12.5263
407.575	8.8421
407.943	7.26316
408.31	8.42105
408.678	10.1053
409.045	11.0526
409.412	10.8421
409.78	8.94737
410.147	11.1579
410.513	8.94737
410.88	8.73684
411.247	10.4211
411.615	10.9474
411.982	10.4211
412.348	8
412.715	9.57895
413.082	8.63158
413.449	8.94737
413.815	9.26316
414.182	11.8947
414.549	7.78947
414.916	9.36842
415.282	9.05263
