x y
203.206146 0.000000
203.813146 0.174480
204.422146 -0.476041
205.029146 -0.201560
205.638146 -0.627081
206.247146 0.897397
206.854146 0.371878
207.463146 0.421357
208.069146 0.595838
208.678146 1.770317
209.287146 0.919796
209.893146 0.294277
210.502146 1.168756
211.108146 1.743237
211.717146 0.742716
212.323146 0.892197
212.932146 1.216676
213.538146 0.466157
214.146146 1.240637
214.753146 0.915117
215.361146 1.714597
215.967146 1.039078
216.575146 1.113558
217.181146 0.763039
217.790146 1.112518
218.396146 2.961999
219.001146 0.936482
219.610146 2.585960
220.215146 2.260443
220.823146 1.484922
221.429146 2.259404
222.035146 2.233885
222.643146 2.283365
223.248146 2.557847
223.856146 2.607327
224.462146 3.756808
225.067146 3.756290
225.675146 3.255770
226.280146 5.005252
226.886146 3.554733
227.493146 4.554214
228.099146 4.403695
228.704146 5.978177
229.309146 5.452659
229.917146 7.302139
230.522146 7.126621
231.127146 6.951104
231.732146 7.075586
232.339146 7.225066
232.944146 6.999548
233.550146 7.524030
234.154146 6.098513
234.759146 6.272995
235.366146 6.522476
235.971146 6.196958
236.576146 7.271440
237.181146 6.620922
237.786146 7.620404
238.390146 6.544887
238.997146 7.469368
239.602146 7.718850
240.206146 7.768333
240.811146 7.267815
241.415146 7.542298
242.020146 7.066781
242.624146 9.191264
243.229146 7.340746
243.833146 7.190229
244.437146 6.564712
245.041146 8.339195
245.646146 7.813677
246.250146 6.913160
246.854146 8.862643
247.458146 8.412127
248.062146 8.036610
248.666146 6.686093
249.270146 8.410576
249.874146 8.910059
250.478146 7.034542
251.082146 8.959025
251.686146 8.483508
252.290146 8.257991
252.893146 6.857475
253.497146 8.381958
254.101146 7.706441
254.704146 7.355925
255.308146 6.980408
255.909146 9.929894
256.513146 9.429377
257.116146 9.503861
257.720146 9.228344
258.323146 9.927828
258.927146 9.177311
259.530146 8.001795
260.131146 8.451280
260.734146 9.700764
261.337146 8.000248
261.941146 9.274731
262.544146 9.249215
263.145146 7.848701
263.748146 8.523185
264.351146 10.472668
264.954146 8.922152
265.555146 9.096638
266.157146 10.121123
266.760146 9.770607
267.361146 9.245092
267.964146 10.869576
268.567146 9.969060
269.167146 9.768547
269.770146 10.068031
270.372146 8.842515
270.973146 9.942001
271.575146 10.241486
272.178146 10.215970
272.778146 8.965456
273.381146 9.564940
273.983146 10.564425
274.583146 11.763911
275.186146 11.013395
275.786146 11.087882
276.388146 11.687366
276.988146 11.961853
277.590146 10.661338
278.192146 11.360823
278.792146 11.860309
279.394146 10.459794
279.994146 12.359280
280.596146 12.883765
281.196146 11.508252
281.798146 12.382736
282.398146 12.782223
282.999146 12.506708
283.599146 12.356195
284.201146 12.630680
284.800146 11.980167
285.400146 13.229653
286.001146 12.479139
286.601146 11.603626
287.202146 12.228111
287.802146 13.352598
288.401146 12.002085
289.003146 13.026570
289.602146 12.501057
290.203146 12.425543
290.802146 14.350030
291.402146 14.449517
292.003146 14.774002
292.602146 14.648490
293.201146 15.472977
293.802146 15.197463
294.401146 15.446950
295.000146 16.396437
295.599146 15.095925
296.200146 14.870410
296.798146 15.394898
297.397146 15.569386
297.996146 16.143873
298.597146 15.818359
299.195146 17.642847
299.794146 17.567334
300.393146 19.091822
300.991146 18.816310
301.592146 18.565795
302.190146 20.640284
302.789146 21.089771
303.387146 23.089259
303.985146 23.013747
304.584146 24.238235
305.184146 25.262721
305.782146 23.112209
306.380146 22.861698
306.978146 23.086186
307.577146 23.010673
308.175146 21.660161
308.773146 20.584649
309.371146 19.534138
309.969146 19.108626
310.567146 17.533114
311.164146 17.382603
311.762146 17.257091
312.360146 16.606580
312.958146 17.006068
313.556146 15.480556
314.153146 14.605045
314.751146 15.379533
315.349146 13.354021
315.946146 14.203510
316.544146 13.477999
317.141146 14.327488
317.739146 14.676976
318.336146 13.776465
318.933146 13.525954
319.531146 13.125442
320.128146 11.774931
320.725146 11.499420
321.322146 12.423909
321.920146 13.698397
322.515146 12.022888
323.112146 11.122377
323.709146 11.571866
324.306146 12.146355
324.903146 11.970844
325.500146 11.170334
326.095146 12.119824
326.692146 10.894313
327.288146 12.243803
327.885146 11.918292
328.482146 10.967781
329.077146 11.142272
329.673146 11.316762
330.270146 10.016251
330.866146 9.515741
331.461146 10.740232
332.057146 10.889722
332.654146 9.289211
333.248146 9.538702
333.845146 10.463191
334.441146 9.162681
335.037146 9.562171
335.632146 10.661662
336.228146 10.261152
336.824146 10.160642
337.418146 10.385133
338.014146 8.484623
338.608146 8.459115
339.204146 10.058605
339.800146 8.308095
340.394146 9.082586
340.990146 8.257076
341.584146 8.631568
342.180146 9.381058
342.774146 8.355549
343.370146 8.580039
343.965146 9.454530
344.559146 7.954022
345.155146 7.528512
345.748146 9.528004
346.344146 8.652494
346.937146 8.501986
347.533146 8.851476
348.126146 9.150969
348.720146 8.625460
349.315146 8.849951
349.908146 6.799444
350.504146 7.748934
351.097146 7.823426
351.692146 8.497917
352.285146 7.597409
352.878146 7.596902
353.474146 7.896392
354.067146 7.020884
354.662146 7.645375
355.255146 7.169867
355.848146 7.269360
356.442146 8.568852
357.035146 8.393344
357.628146 7.142836
358.223146 7.842327
358.816146 7.641820
359.408146 6.741313
360.003146 7.240804
360.596146 8.015296
361.188146 6.839790
361.781146 6.364282
362.375146 7.088774
362.968146 5.613266
363.560146 7.187759
364.153146 7.212252
364.745146 7.386745
365.339146 7.036237
365.932146 7.610729
366.524146 6.760223
367.116146 7.059716
367.708146 6.584209
368.302146 6.683701
368.894146 5.158194
369.486146 5.082688
370.078146 6.432181
370.670146 6.656674
371.262146 6.706168
371.854146 7.130661
372.446146 6.605154
373.038146 6.479648
373.632146 6.704139
374.223146 6.503633
374.815146 6.528127
375.407146 5.452620
375.998146 6.577114
376.590146 5.626608
377.182146 7.551101
377.773146 7.100595
378.365146 7.225088
378.956146 5.849583
379.547146 6.124077
380.139146 5.923570
380.730146 6.248064
381.321146 5.897559
381.913146 5.947052
382.502146 7.246548
383.093146 5.846042
383.684146 5.795536
384.275146 5.745030
384.866146 6.319525
385.457146 6.694019
386.048146 5.818513
386.639146 7.493007
387.230146 6.092501
387.819146 4.966997
388.409146 4.966492
389.000146 4.990986
389.591146 4.990481
390.182146 5.664975
390.772146 4.714470
391.361146 4.313966
391.952146 5.938460
392.542146 4.562955
393.133146 5.562449
393.721146 4.436946
394.311146 4.911441
394.902146 5.985935
395.492146 5.835430
396.081146 4.959926
396.671146 5.359421
397.261146 4.958916
397.849146 5.508413
398.439146 4.332908
399.030146 4.307402
399.618146 5.606899
400.208146 4.706394
400.798146 5.680889
401.386146 5.555386
401.976146 5.554881
402.565146 4.554377
403.153146 5.928873
403.743146 4.803368
404.331146 4.377865
404.921146 4.702360
405.510146 5.801856
406.098146 5.276353
406.688146 4.725848
407.275146 4.575346
407.865146 5.024841
408.452146 3.799338
409.042146 5.073833
409.629146 4.348331
410.219146 5.147826
410.806146 4.922324
411.395146 5.521819
411.982146 4.571317
412.572146 4.620812
413.159146 3.195310
413.746146 4.619807
414.335146 5.794303
414.922146 5.143801
415.511146 5.218297
416.098146 4.667794
416.687146 4.517290
417.274146 3.991788
417.861146 4.566285
418.450146 3.940781
419.037146 4.015279
419.624146 4.839777
420.212146 4.614273
420.799146 6.113771
421.386146 4.963269
421.974146 4.862765
422.561146 5.087263
423.147146 4.786761
423.734146 5.011259
424.322146 4.485756
424.909146 4.735253
425.495146 4.859752
426.082146 5.559249
426.670146 4.933746
427.256146 6.058245
427.842146 5.932743
428.429146 4.832241
429.015146 6.031739
429.603146 5.881236
430.189146 5.755734
430.775146 5.055233
431.361146 4.979731
431.947146 6.379230
432.533146 5.778728
433.121146 5.528225
433.707146 6.527724
434.293146 5.177222
434.878146 5.901721
435.464146 6.251220
436.050146 6.475718
436.636146 6.275217
437.221146 4.874716
437.807146 6.074214
438.392146 6.623714
438.978146 5.923212
439.563146 5.297712
440.149146 5.447210
440.734146 4.771709
441.320146 4.721208
441.905146 4.970707
442.490146 4.895207
443.076146 4.669705
443.661146 4.519204
444.246146 3.768704
444.831146 4.068203
445.416146 3.417702
446.001146 3.792202
446.586146 3.941701
447.171146 3.466200
447.756146 3.790700
448.339146 2.965201
448.924146 2.964700
449.509146 2.364199
450.094146 2.988699
450.678146 3.038199
451.263146 2.137698
451.848146 1.112197
452.431146 3.086698
453.015146 1.561199
453.600146 2.135698
454.184146 0.910198
454.769146 1.109697
455.351146 1.434199
455.936146 0.808699
456.520146 0.833199
457.102146 1.282701
457.687146 0.957200
458.271146 0.656700
458.855146 -0.193800
459.437146 0.205702
460.022146 0.305202
460.606146 -0.245298
461.188146 -1.095796
461.772146 -0.421296
462.356146 -0.396796
462.938146 -0.472294
463.522146 0.152206
464.106146 0.876706
464.688146 -0.223792
465.271146 0.100709
465.853146 0.300211
466.437146 0.299711
467.021146 0.074211
467.602146 0.623714
468.186146 0.998214
468.768146 -0.202284
469.351146 0.397217
469.933146 1.271719
470.516146 0.371220
471.098146 1.545722
471.681146 1.745223
472.262146 1.194726
472.846146 1.294226
473.427146 0.343729
474.010146 1.793230
474.592146 2.367732
475.175146 1.692233
475.756146 1.766735
476.337146 1.391238
476.920146 2.440739
477.501146 1.965242
478.084146 0.739743
478.665146 1.614246
479.246146 2.188749
479.829146 2.038250
480.410146 3.287752
480.991146 3.387255
481.573146 1.811757
482.154146 3.211260
482.735146 3.160762
483.317146 3.010264
483.898146 3.084767
484.479146 3.184270
485.061146 3.158772
485.642146 2.683274
486.222146 3.482778
486.803146 3.657281
487.385146 3.981783
487.965146 2.631286
488.546146 4.455789
489.126146 4.480293
489.706146 5.229796
490.289146 4.654297
490.869146 4.853801
491.449146 5.228304
492.029146 5.202808
492.609146 6.352312
493.189146 6.501815
493.771146 8.376317
494.351146 6.900821
494.931146 6.825324
495.511146 5.299828
496.091146 7.574332
496.670146 7.698836
497.250146 6.523340
497.830146 8.822843
498.410146 7.172347
498.989146 8.946851
499.569146 9.071355
500.149146 10.295858
500.728146 10.820363
501.308146 10.544867
501.887146 12.394371
502.466146 12.718875
503.046146 11.468379
503.625146 14.067884
504.205146 15.092387
504.784146 15.066892
505.363146 15.666396
505.942146 17.240901
506.522146 18.740404
507.101146 20.914909
507.680146 22.239413
508.259146 23.663917
508.838146 28.713422
509.417146 29.287926
509.994146 32.212433
510.573146 34.161937
511.152146 36.961441
511.730146 42.285947
512.309146 46.760451
512.888146 53.109956
513.465146 61.259462
514.043146 67.508967
514.622146 77.858472
515.201146 86.357976
515.779146 100.507481
516.356146 119.506988
516.934146 138.581493
517.513146 174.355997
518.091146 216.030503
518.668146 272.330009
519.246146 345.229514
519.824146 468.029019
520.401146 649.753526
520.979146 932.278031
521.557146 1358.972536
522.133146 1960.602043
522.711146 2490.331549
523.290146 2606.121053
523.866146 2215.070560
524.444146 1631.980065
525.022146 1111.519571
525.598146 764.124078
526.176146 524.773583
526.751146 392.073091
527.329146 293.147596
527.905146 231.897103
528.483146 182.071609
529.061146 152.196114
529.636146 127.320622
530.214146 103.495127
530.790146 91.719634
531.367146 80.519140
531.943146 70.043647
532.520146 60.668153
533.096146 54.692660
533.673146 50.467167
534.249146 43.791674
534.824146 43.241182
535.401146 38.040688
535.977146 31.790195
536.554146 31.664701
537.129146 30.889209
537.706146 28.488715
538.281146 25.113223
538.856146 23.662731
539.434146 22.437236
540.009146 20.736744
540.584146 19.836252
541.161146 17.910758
541.736146 17.510266
542.310146 16.984775
542.887146 14.434281
543.462146 13.283789
544.037146 14.458297
544.614146 12.732803
545.188146 13.082311
545.763146 12.331819
546.338146 11.481327
546.914146 9.430834
547.489146 9.480342
548.063146 10.079851
548.638146 8.304359
549.214146 8.703866
549.789146 9.228374
550.363146 7.702882
550.937146 7.427391
551.512146 6.651899
552.086146 5.976408
552.662146 6.150915
553.236146 4.950423
553.811146 5.474931
554.385146 5.449440
554.959146 4.523949
555.533146 5.123458
556.107146 4.572966
556.681146 4.022475
557.255146 4.796984
557.829146 3.521493
558.403146 3.196001
558.978146 2.895509
559.552146 3.695018
560.126146 2.469527
560.700146 2.544035
561.273146 2.218545
561.847146 2.693054
562.421146 2.792562
562.994146 3.092072
563.566146 1.116582
564.139146 1.241092
564.713146 0.315601
565.286146 1.815110
565.860146 1.814619
566.433146 0.339129
567.006146 0.213638
567.580146 1.338147
568.153146 1.037657
568.726146 0.812166
569.299146 0.861676
569.870146 1.036187
570.443146 0.285697
571.017146 1.035205
571.590146 -0.040285
572.163146 0.734225
572.736146 -0.441266
573.306146 0.233246
573.879146 0.282756
574.452146 -0.017734
575.025146 0.206775
575.596146 0.031286
576.169146 -0.444204
576.741146 -0.494693
577.314146 0.104816
577.885146 -0.170673
578.457146 -0.721162
579.030146 -0.796653
579.600146 -0.997140
580.173146 0.427369
580.745146 -0.348120
581.316146 -0.098609
581.888146 0.775901
582.460146 -1.599588
583.031146 -0.900077
583.603146 -0.325566
584.175146 -0.751056
584.745146 -0.001544
585.318146 -0.502034
585.888146 -0.202522
586.460146 -1.178012
587.030146 -0.478499
587.602146 -1.128989
588.174146 -1.204479
588.744146 -1.604966
589.316146 -0.805456
589.886146 0.069056
590.457146 -0.056432
591.027146 -0.331920
591.599146 -0.582410
592.169146 -0.757898
592.740146 0.291614
593.310146 -0.858874
593.880146 -0.109362
594.451146 -0.009851
595.021146 -1.135339
595.592146 0.064173
596.162146 -0.736315
596.731146 -0.411802
597.303146 -1.262292
597.872146 -0.962779
598.443146 -0.288267
599.013146 -1.088755
599.582146 0.585758
600.153146 -0.164731
600.722146 0.034782
601.292146 0.584294
601.863146 0.358806
602.432146 -0.066681
603.001146 0.132832
603.570146 -0.317655
604.141146 0.806856
604.710146 0.281369
605.279146 0.055882
605.848146 -0.044605
606.418146 1.204907
606.987146 0.379420
607.556146 0.878933
608.125146 0.603446
608.693146 1.077960
609.264146 1.177471
609.833146 0.626984
610.401146 1.376498
610.970146 1.201011
611.538146 1.125525
612.107146 2.100038
612.675146 0.699552
613.246146 2.549063
613.814146 2.998577
614.382146 2.073091
614.951146 1.672604
615.519146 2.222118
616.087146 2.496632
616.655146 3.996146
617.224146 3.120659
617.792146 3.120173
618.360146 3.094686
618.928146 3.444200
619.496146 2.743714
620.064146 3.118228
620.632146 3.467742
621.200146 3.592256
621.767146 3.991771
622.335146 4.616284
622.903146 4.090798
623.471146 3.165312
624.039146 3.989826
624.606146 3.714341
625.174146 3.263855
625.740146 3.263370
626.307146 2.662885
626.875146 2.537399
627.442146 3.436914
628.010146 2.961427
628.577146 3.210942
629.145146 2.310456
629.710146 3.559972
630.277146 2.334487
630.845146 1.459001
631.412146 1.933516
631.979146 1.958031
632.544146 2.757547
633.111146 1.557062
633.679146 2.381576
634.246146 2.256090
634.811146 1.255607
635.378146 2.055121
635.945146 2.054636
636.510146 1.154153
637.077146 1.228667
637.643146 1.203183
638.208146 1.227699
638.775146 2.052214
639.342146 1.351729
639.907146 0.876245
640.473146 1.950761
641.040146 1.600276
641.605146 2.074792
642.171146 1.824308
642.736146 2.048824
643.302146 1.648340
643.869146 0.147854
644.433146 1.897372
645.000146 0.721886
645.564146 1.171404
646.130146 1.620919
646.695146 2.095436
647.261146 1.269951
647.825146 0.444469
648.391146 1.243984
648.956146 0.718501
649.522146 2.318016
650.086146 1.842533
650.652146 1.567049
651.216146 2.141566
651.782146 1.941082
652.346146 1.940599
652.910146 2.115117
653.476146 1.789632
654.040146 2.289149
654.605146 1.338666
655.169146 1.913183
655.733146 2.312700
656.299146 1.112216
656.862146 1.386734
657.426146 1.161251
